Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
647;17700155806;"Nonlinear Analysis: Modelling and Control";journal;"23358963, 13925113";"Vilnius University Press";Yes;Yes;0,587;Q2;48;63;184;1867;453;184;2,32;29,63;31,29;0;Lithuania;Eastern Europe;"Vilnius University Press";"2005, 2009-2026";"Analysis (Q2); Applied Mathematics (Q2)";"Mathematics"
648;24660;"Bulletin of the American Mathematical Society";journal;"02730979, 10889485";"American Mathematical Society";Yes;No;0,586;Q2;71;21;75;1338;111;74;1,38;63,71;11,76;0;United States;Northern America;"American Mathematical Society";"1891-2026";"Applied Mathematics (Q2); Mathematics (miscellaneous) (Q2)";"Mathematics"
649;79372;"Bulletin of the Brazilian Mathematical Society";journal;"16787714, 16787544";"Springer Science and Business Media Deutschland GmbH";Yes;No;0,585;Q2;32;63;178;1627;152;178;0,89;25,83;16,26;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1996, 1998, 2000, 2002-2026";"Mathematics (miscellaneous) (Q2)";"Mathematics"
650;21101045272;"Journal of Applied and Numerical Optimization";journal;"25625535, 25625527";"Biemdas Academic Publishers";No;No;0,585;Q2;13;16;77;400;94;72;1,27;25,00;20,00;0;Canada;Northern America;"Biemdas Academic Publishers";"2019-2025";"Computational Mathematics (Q2); Control and Optimization (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2)";"Mathematics"
651;28501;"Journal of Mathematical Imaging and Vision";journal;"09249907, 15737683";"Springer Netherlands";No;No;0,583;Q2;86;62;159;2864;373;155;2,32;46,19;22,16;0;Netherlands;Western Europe;"Springer Netherlands";"1992-2026";"Applied Mathematics (Q2); Computer Vision and Pattern Recognition (Q2); Condensed Matter Physics (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics; Physics and Astronomy"
652;10700153303;"Dynamics of Partial Differential Equations";journal;"1548159X, 21637873";"International Press, Inc.";Yes;No;0,582;Q2;25;12;51;313;51;51;1,18;26,08;41,67;0;United States;Northern America;"International Press, Inc.";"2007-2026";"Analysis (Q2); Applied Mathematics (Q2)";"Mathematics"
653;15526;"Measurement Science and Technology";journal;"09570233, 13616501";"IOP Publishing Ltd.";No;No;0,582;Q2;165;1903;3231;76408;12181;3206;3,86;40,15;29,51;0;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1990-2025";"Applied Mathematics (Q2); Engineering (miscellaneous) (Q2); Instrumentation (Q2)";"Engineering; Mathematics; Physics and Astronomy"
654;19124;"Queueing Systems";journal;"15729443, 02570130";"Springer Netherlands";No;No;0,581;Q2;61;30;208;830;160;97;1,05;27,67;33,33;0;Netherlands;Western Europe;"Springer Netherlands";"1986-2026";"Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Management Science and Operations Research (Q2); Statistics and Probability (Q2)";"Computer Science; Decision Sciences; Mathematics"
655;21100262587;"Differential and Integral Equations";journal;"08934983";"Khayyam Publishing";No;No;0,580;Q2;36;0;97;0;99;97;1,06;0,00;0,00;0;United States;Northern America;"Khayyam Publishing";"1988-1995, 2009-2014, 2016-2024";"Analysis (Q2); Applied Mathematics (Q2)";"Mathematics"
656;23965;"Journal of Operator Theory";journal;"18417744, 03794024";"Theta Foundation";No;No;0,580;Q2;44;44;126;1319;89;126;0,61;29,98;23,38;0;Romania;Eastern Europe;"Theta Foundation";"1996-1998, 2000-2025";"Algebra and Number Theory (Q2)";"Mathematics"
657;25589;"IEEE International Test Conference (TC)";conference and proceedings;"10893539";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,580;-;84;93;201;1587;294;196;1,29;17,06;19,45;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1989, 1992, 1995-2013, 2015-2025";"Applied Mathematics; Electrical and Electronic Engineering";"Engineering; Mathematics"
658;21100901158;"EURO Journal on Decision Processes";journal;"21939446, 21939438";"Elsevier B.V.";Yes;No;0,578;Q2;23;5;39;239;115;36;3,17;47,80;27,27;0;Germany;Western Europe;"Elsevier B.V.";"2013-2026";"Applied Mathematics (Q2); Business, Management and Accounting (miscellaneous) (Q2); Computational Mathematics (Q2); Decision Sciences (miscellaneous) (Q2); Statistics and Probability (Q2)";"Business, Management and Accounting; Decision Sciences; Mathematics"
659;23228;"Integral Equations and Operator Theory";journal;"14208989, 0378620X";"Springer International Publishing";No;No;0,578;Q2;55;31;105;812;95;105;0,89;26,19;11,86;0;Switzerland;Western Europe;"Springer International Publishing";"1978-2026";"Algebra and Number Theory (Q2); Analysis (Q2)";"Mathematics"
660;21100869482;"Research in Mathematical Sciences";journal;"21979847, 25220144";"SpringerOpen";Yes;No;0,578;Q2;25;96;185;2888;230;184;1,03;30,08;26,14;0;Switzerland;Western Europe;"SpringerOpen";"2014-2026";"Applied Mathematics (Q2); Computational Mathematics (Q2); Mathematics (miscellaneous) (Q2); Theoretical Computer Science (Q2)";"Mathematics"
661;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";"Cambridge University Press";No;No;0,578;Q2;54;42;130;1437;262;122;1,91;34,21;20,63;0;United Kingdom;Western Europe;"Cambridge University Press";"2001-2026";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Hardware and Architecture (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
662;21100817119;"Research in Number Theory";journal;"23639555";"SpringerOpen";Yes;No;0,577;Q2;13;103;273;2296;195;273;0,73;22,29;17,22;0;United Kingdom;Western Europe;"SpringerOpen";"2015-2026";"Algebra and Number Theory (Q2)";"Mathematics"
663;18800156711;"Advances in Mathematics of Communications";journal;"19305346, 19305338";"American Institute of Mathematical Sciences";No;No;0,576;Q2;31;97;254;2675;275;252;1,08;27,58;31,70;0;United States;Northern America;"American Institute of Mathematical Sciences";"2007-2026";"Algebra and Number Theory (Q2); Applied Mathematics (Q2); Computer Networks and Communications (Q2); Discrete Mathematics and Combinatorics (Q2)";"Computer Science; Mathematics"
664;11800154594;"AStA Advances in Statistical Analysis";journal;"1863818X, 18638171";"Springer Verlag";No;No;0,576;Q2;36;40;100;1538;190;97;1,99;38,45;42,72;1;Germany;Western Europe;"Springer Verlag";"2008-2026";"Social Sciences (miscellaneous) (Q1); Analysis (Q2); Applied Mathematics (Q2); Economics and Econometrics (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Economics, Econometrics and Finance; Mathematics; Social Sciences"
665;18534;"International Journal for Numerical Methods in Fluids";journal;"10970363, 02712091";"John Wiley and Sons Ltd";No;No;0,575;Q2;135;89;247;3750;552;246;2,43;42,13;16,79;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1981-2026";"Applied Mathematics (Q2); Computational Mechanics (Q2); Computer Science Applications (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2)";"Computer Science; Engineering; Mathematics"
666;21100200822;"Pakistan Journal of Statistics and Operation Research";journal;"22205810, 18162711";"University of Punjab (new Campus)";Yes;No;0,575;Q2;32;29;154;1192;414;154;2,84;41,10;30,67;0;Pakistan;Asiatic Region;"University of Punjab (new Campus)";"2011-2025";"Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)";"Decision Sciences; Mathematics"
667;21100836176;"Demonstratio Mathematica";journal;"04201213, 23914661";"Walter de Gruyter GmbH";Yes;No;0,574;Q2;38;112;274;3529;531;274;1,73;31,51;35,36;0;Poland;Eastern Europe;"Walter de Gruyter GmbH";"1996-2026";"Mathematics (miscellaneous) (Q2)";"Mathematics"
668;130117;"Optimization and Engineering";journal;"13894420, 15732924";"Springer";No;No;0,573;Q2;52;148;262;6265;726;255;2,57;42,33;24,89;0;Netherlands;Western Europe;"Springer";"2000-2001, 2004-2026";"Aerospace Engineering (Q2); Civil and Structural Engineering (Q2); Control and Optimization (Q2); Electrical and Electronic Engineering (Q2); Mechanical Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics"
669;21100794599;"Special Matrices";journal;"23007451";"Walter de Gruyter GmbH";Yes;No;0,573;Q2;14;18;85;438;70;83;0,77;24,33;21,05;0;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2013-2025";"Algebra and Number Theory (Q2); Geometry and Topology (Q2)";"Mathematics"
670;15026;"Flow Measurement and Instrumentation";journal;"09555986";"Elsevier B.V.";No;No;0,572;Q2;77;251;505;8696;1742;503;3,56;34,65;26,08;0;United Kingdom;Western Europe;"Elsevier B.V.";"1989-2026";"Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
671;22202;"Operations Research Letters";journal;"01676377";"Elsevier B.V.";No;No;0,572;Q2;89;101;346;2130;412;343;1,23;21,09;22,07;0;Netherlands;Western Europe;"Elsevier B.V.";"1981-2026";"Applied Mathematics (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2); Software (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
672;19400157311;"Fixed Point Theory";journal;"15835022, 20669208";"House of the Book of Science";No;No;0,571;Q2;34;25;136;617;162;136;1,21;24,68;28,30;0;Romania;Eastern Europe;"House of the Book of Science";"2008-2025";"Analysis (Q2); Applied Mathematics (Q2); Computational Mathematics (Q2)";"Mathematics"
673;19700169951;"International Journal of Testing";journal;"15305058, 15327574";"Routledge";No;No;0,571;Q2;31;13;46;666;88;45;1,97;51,23;57,50;1;United Kingdom;Western Europe;"Routledge";"2010-2026";"Education (Q2); Modeling and Simulation (Q2); Social Psychology (Q2)";"Mathematics; Psychology; Social Sciences"
674;21100199795;"Algorithms";journal;"19994893";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,570;Q2;67;803;1649;36730;5920;1614;3,70;45,74;27,61;0;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2008-2026";"Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Numerical Analysis (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
675;26456;"Sbornik Mathematics";journal;"14684802, 10645616";"Steklov Mathematical Institute of Russian Academy of Sciences";No;No;0,570;Q2;32;84;219;1890;152;219;0,70;22,50;20,69;0;Russian Federation;Eastern Europe;"Steklov Mathematical Institute of Russian Academy of Sciences";"1977, 1993-2025";"Algebra and Number Theory (Q2); Mathematics (miscellaneous) (Q2)";"Mathematics"
676;21100287116;"East Asian Journal on Applied Mathematics";journal;"20797362, 20797370";"Global Science Press";No;No;0,569;Q2;26;34;114;1251;142;112;1,29;36,79;38,54;0;Hong Kong;Asiatic Region;"Global Science Press";"2011-2025";"Applied Mathematics (Q2)";"Mathematics"
677;19400158701;"Energy Systems";journal;"18683967, 18683975";"Springer Verlag";No;No;0,568;Q2;44;112;229;5437;746;226;2,72;48,54;19,45;0;Germany;Western Europe;"Springer Verlag";"2010-2026";"Economics and Econometrics (Q2); Energy (miscellaneous) (Q2); Modeling and Simulation (Q2)";"Economics, Econometrics and Finance; Energy; Mathematics"
678;25461;"Informatica (Netherlands)";journal;"08684952";"SAGE Publications Ltd";Yes;No;0,567;Q2;52;0;108;0;479;108;4,68;0,00;0,00;0;Netherlands;Western Europe;"SAGE Publications Ltd";"1990-2024";"Applied Mathematics (Q2); Information Systems (Q2)";"Computer Science; Mathematics"
679;26334;"Publications of the Research Institute for Mathematical Sciences";journal;"16634926, 00345318";"European Mathematical Society Publishing House";No;No;0,567;Q2;41;15;72;460;50;72;0,51;30,67;16,00;0;Germany;Western Europe;"European Mathematical Society Publishing House";"1969-2025";"Mathematics (miscellaneous) (Q2)";"Mathematics"
680;23087;"Algorithmica";journal;"14320541, 01784617";"Springer New York";No;No;0,566;Q2;87;62;398;2090;519;387;1,33;33,71;19,79;0;United States;Northern America;"Springer New York";"1986-2026";"Applied Mathematics (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2)";"Computer Science; Mathematics"
681;28511;"Mathematical and Computer Modelling of Dynamical Systems";journal;"17445051, 13873954";"Taylor and Francis Ltd.";Yes;No;0,566;Q2;42;30;65;1113;226;65;3,72;37,10;22,77;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2026";"Applied Mathematics (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics"
682;110567;"IEEE International Symposium on Information Theory - Proceedings";conference and proceedings;"21578095";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,566;-;109;500;1660;12516;1826;1657;1,11;25,03;22,31;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1972, 1991, 1994-1995, 1997-2025";"Applied Mathematics; Information Systems; Modeling and Simulation; Theoretical Computer Science";"Computer Science; Mathematics"
683;25142;"Applicable Analysis";journal;"00036811, 1563504X";"Taylor and Francis Ltd.";No;No;0,565;Q2;52;237;814;7472;949;810;1,18;31,53;34,38;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2026";"Analysis (Q2); Applied Mathematics (Q2)";"Mathematics"
684;94148;"Journal of Combinatorial Designs";journal;"15206610, 10638539";"John Wiley and Sons Inc";No;No;0,565;Q2;37;37;107;836;92;107;0,99;22,59;27,71;0;United States;Northern America;"John Wiley and Sons Inc";"1993-2026";"Discrete Mathematics and Combinatorics (Q2)";"Mathematics"
685;21100817424;"Annales Mathematiques du Quebec";journal;"21954763, 21954755";"Springer International Publishing AG";No;No;0,564;Q2;13;38;64;973;51;62;0,95;25,61;20,00;0;Switzerland;Western Europe;"Springer International Publishing AG";"2013-2025";"Mathematics (miscellaneous) (Q2)";"Mathematics"
686;21101340511;"Communications on Analysis and Computation";journal;"28370562";"American Institute of Mathematical Sciences";No;No;0,564;Q2;5;24;41;667;60;41;1,46;27,79;16,67;0;United States;Northern America;"American Institute of Mathematical Sciences";"2023-2025";"Analysis (Q2); Computational Mathematics (Q2)";"Mathematics"
687;19700177406;"Dynamic Games and Applications";journal;"21530785, 21530793";"Springer Nature";No;No;0,563;Q2;33;124;166;5111;328;159;1,56;41,22;20,15;0;United States;Northern America;"Springer Nature";"2011-2026";"Applied Mathematics (Q2); Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Graphics and Computer-Aided Design (Q2); Computer Science Applications (Q2); Economics and Econometrics (Q2); Statistics and Probability (Q2)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
688;12337;"International Journal of Bifurcation and Chaos";journal;"17936551, 02181274";"World Scientific";No;No;0,563;Q2;124;236;765;9666;1788;765;2,56;40,96;33,12;0;Singapore;Asiatic Region;"World Scientific";"1991, 1994, 1996-2026";"Multidisciplinary (Q1); Applied Mathematics (Q2); Engineering (miscellaneous) (Q2); Modeling and Simulation (Q2)";"Engineering; Mathematics; Multidisciplinary"
689;24599;"Computational Biology and Chemistry";journal;"14769271";"Elsevier Ltd";No;No;0,561;Q2;76;272;535;15502;2025;532;3,77;56,99;35,11;0;United Kingdom;Western Europe;"Elsevier Ltd";"2003-2026";"Computational Mathematics (Q2); Organic Chemistry (Q2); Biochemistry (Q3); Structural Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Mathematics"
690;29785;"Russian Journal of Mathematical Physics";journal;"15556638, 10619208";"Pleiades Publishing";No;No;0,561;Q2;45;68;166;1430;312;166;2,07;21,03;31,65;0;United States;Northern America;"Pleiades Publishing";"1996-1997, 1999-2025";"Mathematical Physics (Q2); Statistical and Nonlinear Physics (Q2)";"Mathematics; Physics and Astronomy"
691;21100241220;"International Transactions on Electrical Energy Systems";journal;"20507038";"John Wiley and Sons Inc";Yes;No;0,559;Q2;68;114;471;5063;1600;471;3,52;44,41;23,19;0;China;Asiatic Region;"John Wiley and Sons Inc";"2012-2026";"Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Modeling and Simulation (Q2)";"Energy; Engineering; Mathematics"
692;21101045274;"Applied Set-Valued Analysis and Optimization";journal;"25627783, 25627775";"Biemdas Academic Publishers";No;No;0,558;Q2;13;23;80;636;104;77;1,57;27,65;24,07;0;Canada;Northern America;"Biemdas Academic Publishers";"2019-2026";"Analysis (Q2); Applied Mathematics (Q2); Control and Optimization (Q2); Mathematics (miscellaneous) (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2)";"Mathematics"
693;24099;"Acta Applicandae Mathematicae";journal;"15729036, 01678019";"Springer Netherlands";No;No;0,557;Q2;56;56;236;2078;285;236;1,24;37,11;26,89;0;Netherlands;Western Europe;"Springer Netherlands";"1983-2026";"Applied Mathematics (Q2)";"Mathematics"
