name,title,college,url
Fernanda Eliott,Assistant Professor,Grinnel College,https://www.grinnell.edu/user/25491
Shawn Ong,Assistant Professor,Grinnel College,https://www.grinnell.edu/user/28076
Samuel A. Rebelsky,Professor,Grinnel College,https://www.grinnell.edu/user/473
William Rebelsky,Assistant Professor,Grinnel College,https://www.grinnell.edu/user/27671
Jerod Weinman,Associate Professor,Grinnel College,https://www.grinnell.edu/user/591
Aaron Nienow,Senior Instructor,Gustavus Adolphus College,https://gustavus.edu/profiles/anienow2
Baili Chen,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/bchen
Flint Million,Adjunct Assistant Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/fmillion
Guarionex Salivia,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/gsalivia
Jacob Siehler,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/jsiehler
Jeff Ford,Visiting Assistant Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/jford
Jillian Downey,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/jdowney
Laura Hildreth,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/lhildreth
Louis Yu,Associate Professor,Gustavus Adolphus College,https://gustavus.edu/profiles/lyu
Darren Strash,Associate Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/darren-strash
Mark Bailey,Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/mark-bailey
Mason Brown,Visiting Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/mason-brown
Shawn Chen,Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/xiao-chen
Karyn Doke,Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/karyn-doke
Han Dong,Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/han-dong
Thomas Helmuth,Associate Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/Thomas-Helmuth
Sarah Morrison-Smith,Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/sarah-morrison-smith
Wenbo Wang,Visiting Assistant Professor,Hamilton College,https://www.hamilton.edu/academics/our-faculty/directory/faculty-detail/wenbo-wang
Skip to Content,Associate Professor,Hampden-Sydney College,https://www.hsc.edu/academics/mathematics-and-computer-science/math-and-cs-professors#content
You are here:,Associate Professor,Hampden-Sydney College,https://www.hsc.edu/academics
Dylan Domel-White,Assistant Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/dylan-domel-white
Rebecca Jayne,Associate Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/rebecca-jayne
Brian Lins,Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/brian-lins
Sarah Loeb,Associate Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/sarah-loeb
John Machacek,Assistant Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/john-machacek
Joseph Rennie,Assistant Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/joseph-rennie
Michael C. Strayer,Associate Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/michael-strayer
William Tolley,Assistant Professor,Hampden-Sydney College,https://www.hsc.edu/faculty-profile-index/william-tolley
Jeffrey LaMarche,Visiting Instructor,Hanover College,
Haris Skiadas,Professor,Hanover College,https://www.hanover.edu/about/profiles/skiadas
Barbara Wahl,Professor,Hanover College,https://www.hanover.edu/about/profiles/wahl
Howard Lichtman,Professor,Hartwick College,https://www.hartwick.edu/people/howard-lichtman/
Jim Boerkoel,Professor,Harvey Mudd College,http://www.cs.hmc.edu/~boerkoel/
Julie Medero,Associate Professor,Harvey Mudd College,http://www.cs.hmc.edu/~julie/
Lucas Bang,Associate Professor,Harvey Mudd College,
Katherine Breeden,Associate Professor,Harvey Mudd College,https://graphics.stanford.edu/~kbreeden/
Jonathan Chang,Assistant Professor,Harvey Mudd College,https://jpwchang.github.io/
Zach Dodds,Professor,Harvey Mudd College,http://www.cs.hmc.edu/~dodds/
Lynn Kirabo,Assistant Professor,Harvey Mudd College,https://www.cs.hmc.edu/~kirabo/
George Montañez,Associate Professor,Harvey Mudd College,https://www.cs.hmc.edu/~montanez/
Vidushi Ojha,Assistant Professor,Harvey Mudd College,
Melissa O'Neill,Professor,Harvey Mudd College,http://www.cs.hmc.edu/~oneill/research/
Arthi Padmanabhan,Assistant Professor,Harvey Mudd College,
Tim Randolph,Assistant Professor,Harvey Mudd College,https://twrand.github.io/
Xanda Schofield,Associate Professor,Harvey Mudd College,https://www.cs.hmc.edu/~xanda/#/home
Chris Stone,Professor,Harvey Mudd College,http://www.cs.hmc.edu/~stone/
Erin Talvitie,Associate Professor,Harvey Mudd College,https://sites.google.com/g.hmc.edu/erinjtalvitie
Beth Trushkowsky,Associate Professor,Harvey Mudd College,http://www.cs.hmc.edu/~beth/research.shtml
Ben Wiedermann,Professor,Harvey Mudd College,https://www.cs.hmc.edu/~benw/
Calden Wloka,Assistant Professor,Harvey Mudd College,https://www.caldenwloka.com/
John Dougherty,Associate Professor,Haverford College,https://www.haverford.edu/users/jdougher
Sorelle Friedler,Professor,Haverford College,https://www.haverford.edu/users/sfriedle
Alvin Grissom,Associate Professor,Haverford College,https://www.haverford.edu/users/agrissom
Steven Lindell,Professor,Haverford College,https://www.haverford.edu/users/slindell
Dung Nguyen,Visiting Assistant Professor,Haverford College,https://www.haverford.edu/users/dnguyen1
Thao Nguyen,Assistant Professor,Haverford College,https://www.haverford.edu/users/tnguyen3
David Wonnacott,Professor,Haverford College,https://www.haverford.edu/users/dwonnaco
Gabriel Ferrer,Professor,Hendrix College,https://www.hendrix.edu/WorkArea/linkit.aspx?LinkIdentifier=ID&ItemID=70718
Mark Goadrich,Professor,Hendrix College,https://www.hendrix.edu/WorkArea/linkit.aspx?LinkIdentifier=ID&ItemID=70721
Brent A. Yorgey,Associate Professor,Hendrix College,https://www.hendrix.edu/WorkArea/linkit.aspx?LinkIdentifier=ID&ItemID=74339
Brian Delavan,Adjunct Professor,Hendrix College,https://www.hendrix.edu/WorkArea/linkit.aspx?LinkIdentifier=ID&ItemID=105311
Joseph Rusinko,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/rusinko-joseph.aspx
Jonathan E Forde,Professor,Hobart and William Smith College,https://www.hws.edu/faculty/forde-jonathan.aspx
Jocelyn Bell,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/bell-jocelyn.aspx
Jennifer Biermann,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/biermann-jennifer.aspx
Stina S Bridgeman,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/bridgeman-stina.aspx
Chris Fietkiewicz,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/fietkiewicz-chris.aspx
Yan Hao,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/hao-yan.aspx
Hanqing Hu,Assistant Professor,Hobart and William Smith College,https://www.hws.edu/faculty/hu-hanqing.aspx
Erika L.C. King,Associate Professor,Hobart and William Smith College,https://www.hws.edu/faculty/king-erika.aspx
Michael Jipping,Professor,Hope College,https://hope.edu/directory/people/jipping-michael/index.html
Charles Cusack,Professor,Hope College,https://hope.edu/directory/people/cusack-charles/index.html
Ryan McFall,Professor,Hope College,https://hope.edu/directory/people/mcfall-ryan/index.html
Fola Olagbemi,Assistant Professor,Hope College,https://hope.edu/directory/people/olagbemi-fola/index.html
Associate Professor of Computer Science,Associate Professor,Hope College,
Katrina Koehler,Associate Professor,Houghton University,https://www.houghton.edu/staff-members/katrina-koehler/
Babafemi Sorinolu,Assistant Professor,Houghton University,https://www.houghton.edu/staff-members/babafemi-sorinolu/
Takako Soma,Associate Professor,Illinois College,https://www.ic.edu/directory/soma-takako
Gerald W. Kruse,Professor,Juniata College,https://www.juniata.edu/academics/provost/bio.php?id=KRUSE
Elainea Neville,Instructor,Juniata College,https://www.juniata.edu/academics/provost/bio.php?id=Neville
Jianyuan Ni,Assistant Professor,Juniata College,
William H. Thomas,Professor,Juniata College,https://www.juniata.edu/academics/provost/bio.php?id=THOMAS
John J. Wright,Associate Professor,Juniata College,https://www.juniata.edu/academics/provost/bio.php?id=WRIGHTJ
Jigar Patel,Lecturer,Juniata College,
Alyce Brady,Professor,Kalamazoo College,
Pam Cutter,Professor,Kalamazoo College,
Tasnim Gharaibeh,Assistant Professor,Kalamazoo College,
Nicholas Polanco,Visiting Assistant Professor,Kalamazoo College,
Sandino Vargas-Pérez,Associate Professor,Kalamazoo College,
David Bunde,Professor,Knox College,https://www.knox.edu/academics/faculty/bunde-david
Shengting Cao,Assistant Professor,Knox College,https://www.knox.edu/academics/faculty/cao-shengting
Michael Gerten,Visiting Instructor,Knox College,https://www.knox.edu/academics/faculty/gerten-michael
Jurdana Masuma Iqrah,Assistant Professor,Knox College,https://www.knox.edu/academics/faculty/iqrah-jurdana-masuma-x50047
Jaime Spacco,Associate Professor,Knox College,https://www.knox.edu/academics/faculty/spacco-jaime
Ge Xia,Professor,Lafayette College,http://www.cs.lafayette.edu/~gexia
Lauren Biernacki,Assistant Professor,Lafayette College,
Jonathan Dahl,Senior Lecturer,Lafayette College,http://sites.lafayette.edu/dahlj
Christian Lopez,Assistant Professor,Lafayette College,http://sites.lafayette.edu/lopezbec
Jeffrey O. Pfaffmann,Associate Professor,Lafayette College,http://sites.lafayette.edu/pfaffmaj/
Sofia Serrano,Assistant Professor,Lafayette College,https://sites.lafayette.edu/serranos/
Jorge Silveyra,Assistant Professor,Lafayette College,
Justin Smith,Assistant Professor,Lafayette College,https://jssmith1.github.io/
Jia Tao,Associate Professor,Lafayette College,https://sites.lafayette.edu/taoj/
Enrique Trevino,Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/trevino
Sugata Banerji,Associate Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/banerji
Sara Jamshidi,Assistant Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/sjamshidi
Craig Knuckles,Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/knuckles
Dakotah Lambert,Assistant Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/dlambert
Gunjan Sharma,Visiting Assistant Professor,Lake Forest College,https://www.lakeforest.edu/academics/faculty/gsharma
Kitai Jeong,Assistant Professor,Lane College,
Sheldon Liang,Assistant Professor,Lane College,
Kent Tyler,Assistant Professor,Lane College,
Acacia Ackles,Assistant Professor,Lawrence University,https://www.lawrence.edu/people/acacia-ackles-assistant-professor-of-computer-science
Kyle Diederich,Visiting Assistant Professor,Lawrence University,https://www.lawrence.edu/people/kyle-diederich-visiting-assistant-professor-of-computer-science
Joseph N. Gregg,Associate Professor,Lawrence University,https://www.lawrence.edu/people/joseph-gregg-associate-professor-of-computer-science
Kurt Krebsbach,Professor,Lawrence University,https://www.lawrence.edu/people/kurt-krebsbach-professor-of-computer-science
David Lovitz,Visiting Professor,Lewis & Clark College,https://college.lclark.edu/live/profiles/23609-david-lovitz
Sweta Suryanarayan,Assistant Professor,Lewis & Clark College,https://college.lclark.edu/live/profiles/149-sweta-suryanarayan
Nurideen Abubakari,Visiting Assistant Professor,Linfield University,https://www.linfield.edu/faculty/nabubakari.html
Stephen Bricher,Professor,Linfield University,https://www.linfield.edu/faculty/sbricher.html
Daniel Ford,Assistant Professor,Linfield University,https://www.linfield.edu/faculty/dford.html
Mike Hitchman,Professor,Linfield University,https://www.linfield.edu/faculty/mhitchm.html
Kate Lorenzen,Assistant Professor,Linfield University,https://www.linfield.edu/faculty/klorenzen.html
Chuck Lundon,Professor,Linfield University,https://www.linfield.edu/faculty/chuckl.html
Jennifer Nordstrom,Professor,Linfield University,https://www.linfield.edu/faculty/jfirkins.html
Yujie Wang,Assistant Professor,Linfield University,https://www.linfield.edu/faculty/ywang3.html
Roman Yasinovskyy,Associate Professor,Luther College,https://www.luther.edu/faculty/roman-yasinovskyy
Thuy Do,Assistant Professor,Luther College,https://www.luther.edu/faculty/thuy-do
Kar Ee Ho,Assistant Professor,Luther College,https://www.luther.edu/faculty/kar-ee-ho
Sanad Aburass,Assistant Professor,Luther College,https://www.luther.edu/faculty/sanad-aburass
Krish Pillai,Assistant Professor,Lycoming College,https://www.lycoming.edu/faculty/pillai-krish.aspx
Adrian Rublein,Assistant Professor,Lycoming College,https://www.lycoming.edu/faculty/rublein-adrian.aspx
Marcus Birkenkrahe,Associate Professor,Lyon College,
Pietro Dall'Olio,Assistant Professor,Lyon College,
Shilad Sen,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/shiladsen/
Brianna Heggeseth,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/brianna-heggeseth/
Amin Alhashim,Visiting Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/amin-alhashim/
Suhas Arehalli,Assistant Professor,Macalester College,
Curtis Balz,Visiting Assistant Professor,Macalester College,
Andrew Beveridge,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/andrewbeveridge/
Md Mutasim Billah,Visiting Assistant Professor,Macalester College,
Paul Cantrell,Senior Instructor,Macalester College,https://www.macalester.edu/mscs/facultystaff/paulcantrell/
Jedidiah Carlson,Visiting Assistant Professor,Macalester College,
Yariana Diaz,Assistant Professor,Macalester College,
Dan Drake,Visiting Assistant Professor,Macalester College,
Lian Duan,Instructor,Macalester College,https://www.macalester.edu/mscs/facultystaff/duan/
David Ehren,Instructor,Macalester College,https://www.macalester.edu/mscs/facultystaff/davidehren/
Elizabeth Ernst,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/elizabethernst/
Taryn Flock,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/taryn-flock/
Susan Fox,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/susanfox/
Kelsey Grinde,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/kelsey-grinde/
William Grodzicki,Visiting Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/william-grodzicki/
Tom Halverson,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/tomhalverson/
Alex Hanhart,Visiting Assistant Professor,Macalester College,
Kristin Heysse,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/heysse/
Bret Jackson,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/bretjackson/
Abby Marsh,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/abigail-marsh/
Lauren Milne,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/lauren-milne/
William Mitchell,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/willmitchell/
Leslie Myint,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/leslie-myint/
Taylor Okonek,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/taylor-okonek/
Daniel O'Loughlin,Visiting Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/daniel-oloughlin/
Getiria Onsongo,Associate Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/onsongo/
Joslenne Peña,Assistant Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/joslenne-pena/
Elizabeth Shoop,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/libbyshoop/
Vittorio Addona,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/vittorioaddona/
David Bressoud,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/davidbressoud/
Daniel Kaplan,Professor,Macalester College,https://www.macalester.edu/mscs/facultystaff/dannykaplan/
Allan Marshall Kirch,Professor,Macalester College,
Barbara Johnson,Associate Professor,Maryville College,https://www.maryvillecollege.edu/faculty/barbara-johnson/
Jennifer Hontz,Professor,Meredith College,https://www.meredith.edu/directory/jennifer-hontz/
Kristin Watkins,Professor of Practice,Meredith College,https://www.meredith.edu/directory/kristin-watkins/
Mark Gass,Assistant Professor of Practice,Meredith College,https://www.meredith.edu/directory/mark-gass/
Christopher Andrews,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/christopher-andrews
Laura Biester,Assistant Professor,Middlebury College,https://github.com/lbiester
Amy Briggs,Professor,Middlebury College,https://www.middlebury.edu/college/people/amy-briggs
Philip Caplan,Assistant Professor,Middlebury College,https://www.middlebury.edu/college/people/philip-caplan
Phil Chodrow,Assistant Professor,Middlebury College,https://www.middlebury.edu/college/people/phil-chodrow
Ananya Das,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/ananya-das
Matthew Dickerson,Professor,Middlebury College,https://www.middlebury.edu/college/people/matthew-dickerson
Smith Gakuya,Visiting Lab Instructor,Middlebury College,https://github.com/Sgakuya
Peter Johnson,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/peter-johnson
Shelby Kimmel,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/shelby-kimmel
Michael Linderman,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/michael-linderman
Frank Swenton,Professor,Middlebury College,https://www.middlebury.edu/college/people/frank-swenton
Andrea Vaccari,Associate Professor,Middlebury College,https://www.middlebury.edu/college/people/andrea-vaccari
Robert Utterback,Adjunct Professor,Monmouth College,https://www.monmouthcollege.edu/live/profiles/499-robert-utterback
Logan Mayfield,Professor,Monmouth College,https://www.monmouthcollege.edu/live/profiles/2120-logan-mayfield
Lisa A. Ballesteros,Associate Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/lisa-ballesteros
Alyxander Burns,Assistant Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/alyxander-burns
Barbara Staudt Lerner,Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/barbara-staudt-lerner
Tony Liu,Assistant Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/tony-liu
James McCauley,Assistant Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/james-mccauley
Heather Pon-Barry,Associate Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/heather-pon-barry
Audrey St. John,Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/audrey-st-john
Melody Su,Assistant Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/melody-su
Diane Uwacu,Assistant Professor,Mount Holyoke College,https://www.mtholyoke.edu/directory/faculty-staff/diane-uwacu
Michael Allocca,Associate Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/michael-allocca/
Abbey D'Ovidio,Assistant Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/abbey-dovidio/
Allison Davidson,Associate Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/allison-davidson/
William Gryc,Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/william-gryc/
Youngsun Jang,Assistant Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/youngsun-jang/
Michael Karcher,Assistant Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/michael-karcher/
Linda McGuire,Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/linda-mcguire/
Proyash Podder,Assistant Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/proyash-podder/
James Russell,Associate Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/james-russell/
Elyn Rykken,Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/elyn-rykken/
Gary Shufelt,Adjunct Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/gary-shufelt/
Hamed Yaghoobian,Assistant Professor,Muhlenberg College,https://www.muhlenberg.edu/directory/hamed-yaghoobian/
Fahmida Hamid,Assistant Professor,New College of Florida,https://www.ncf.edu/directory/fahmida-hamid/
David Gillman,Associate Professor,New College of Florida,https://www.ncf.edu/directory/david-w-gillman/
Daniel Page,Visiting Assistant Professor,New College of Florida,https://www.ncf.edu/directory/daniel-page/
Gil Salu,Visiting Assistant Professor,New College of Florida,
Cynthia Taylor,Associate Professor,Oberlin College,https://www.oberlin.edu/cynthia-taylor
Stephen Checkoway,Associate Professor,Oberlin College,https://www.oberlin.edu/stephen-checkoway
Adam Eck,Associate Professor,Oberlin College,https://www.oberlin.edu/adam-eck
Molly Q Feldman,Assistant Professor,Oberlin College,https://www.oberlin.edu/molly-feldman
Joshua H. Davidson,Assistant Professor,Oberlin College,https://www.oberlin.edu/joshua-h-davidson
Mary Hogan,Assistant Professor,Oberlin College,https://www.oberlin.edu/mary-hogan
Roberto Hoyle,Associate Professor,Oberlin College,https://www.oberlin.edu/roberto-hoyle
Howard Levinson,Assistant Professor,Oberlin College,https://www.oberlin.edu/howard-levinson
Michael McCarrin,Assistant Professor,Oberlin College,https://www.oberlin.edu/michael-mccarrin
Sam Taggart,Associate Professor,Oberlin College,https://www.oberlin.edu/sam-taggart
Emily Wang,Assistant Professor,Oberlin College,https://www.oberlin.edu/emily-wang
Noel Warford,Visiting Assistant Professor,Oberlin College,https://www.oberlin.edu/noel-warford
Justin Li,Associate Professor,Occidental College,https://www.oxy.edu/academics/faculty/justin-li
Hector M. Camarillo Abad,Assistant Professor,Occidental College,https://www.oxy.edu/academics/faculty/hector-m-camarillo-abad
Kathryn Leonard,Professor,Occidental College,https://www.oxy.edu/academics/faculty/kathryn-leonard
Teddy Pozo,Assistant Professor,Occidental College,https://www.oxy.edu/academics/faculty/teddy-pozo
Joel Walsh,Assistant Professor,Occidental College,https://www.oxy.edu/academics/faculty/joel-walsh
Meiqing Zhang,Assistant Professor,Occidental College,https://www.oxy.edu/academics/faculty/meiqing-zhang
Hsing-Hau Chen,Associate Professor,Occidental College,https://www.oxy.edu/academics/faculty/hsing-hau-chen
Chris Cianci,Assistant Professor,Occidental College,https://www.oxy.edu/academics/faculty/chris-cianci
Treena Basu,Associate Professor,Occidental College,https://www.oxy.edu/academics/faculty/treena-basu
Mehwish Abbasi,Assistant Professor,Ohio Wesleyan University,https://www.owu.edu/academics/departments-programs/mathematics-computer-science-department/faculty-staff/mehwish-abbasi/
Tzu-Yi Chen,Professor,Pomona College,https://www.pomona.edu/directory/people/tzu-yi-chen
Eleanor Birrell,Associate Professor,Pomona College,https://www.pomona.edu/directory/people/eleanor-birrell
Anthony Clark,Assistant Professor,Pomona College,https://www.pomona.edu/directory/people/anthony-clark
David R. Kauchak,Professor,Pomona College,https://www.pomona.edu/directory/people/david-r-kauchak
Jingyi Li,Assistant Professor,Pomona College,https://www.pomona.edu/directory/people/jingyi-li
Joseph C. Osborn,Associate Professor,Pomona College,https://www.pomona.edu/directory/people/joseph-c-osborn
Alexandra Papoutsaki,Associate Professor,Pomona College,https://www.pomona.edu/directory/people/alexandra-papoutsaki
Sam Thomas,Assistant Professor,Pomona College,https://www.pomona.edu/directory/people/sam-thomas
Andrew T. Wilson,Lecturer,Pomona College,https://www.pomona.edu/directory/people/andrew-t-wilson
Yuqing Melanie Wu,Professor,Pomona College,https://www.pomona.edu/directory/people/yuqing-melanie-wu
Michael Zlatin,Assistant Professor,Pomona College,https://www.pomona.edu/directory/people/michael-zlatin
Gregory Goeckel,Professor,Presbyterian College,https://www.presby.edu/directory/gregory-goeckel/
Olivia Nche,Assistant Professor,Presbyterian College,https://www.presby.edu/directory/olivia-nche/
Marc Ordower,Associate Professor,Randolph College,
Brad Spendlove,Assistant Professor,Randolph College,
Jia Wan,Associate Professor,Randolph College,
Rance Necaise,Associate Professor,Randolph-Macon College,https://www.rmc.edu/profile/rance-necaise/
Maha Elouni,Assistant Professor,Randolph-Macon College,https://www.rmc.edu/profile/maha-elouni/
Robin M. Givens,Associate Professor,Randolph-Macon College,https://www.rmc.edu/profile/robin-m-givens/
Samuel Henry,Assistant Professor,Randolph-Macon College,https://www.rmc.edu/profile/samuel-henry/
John W. McManus,Associate Professor,Randolph-Macon College,https://www.rmc.edu/profile/john-mcmanus/
La Toria H. Tookes,Senior Lecturer,Randolph-Macon College,https://www.rmc.edu/profile/la-toria-h-tookes/
Greg Anderson,Assistant Professor,Reed College,https://people.reed.edu/~grega/
Erica Blum,Assistant Professor,Reed College,
Jim Fix,Professor,Reed College,https://people.reed.edu/%7ejimfix
Adam Groce,Associate Professor,Reed College,https://people.reed.edu/~agroce/
Harper Knittel,Assistant Professor,Reed College,
Charles McGuffey,Assistant Professor,Reed College,
Mark Cooper,Adjunct Assistant Professor,Rhodes College,https://thedatabrains.com/
Jace King,Visiting Assistant Professor,Rhodes College,https://www.rhodes.edu/bio/jace-king
Phillip Kirlin,Associate Professor,Rhodes College,http://www.cs.rhodes.edu/~kirlinp
Sean Kugele,Assistant Professor,Rhodes College,https://www.rhodes.edu/bio/sean-kugele
Brian Larkins,Associate Professor,Rhodes College,https://www.rhodes.edu/bio/d-brian-larkins
Betsy Sanders,Professor,Rhodes College,https://www.rhodes.edu/bio/betsy-sanders
Addison Schwamb,Assistant Professor,Rhodes College,https://addison-schwamb.github.io
Matt Superdock,Assistant Professor,Rhodes College,https://www.cs.rhodes.edu/~superdockm/
Durell Bouchard,Associate Professor,Roanoke College,https://www.roanoke.edu/profiles/bouchard_durell
Anil Shende,Professor,Roanoke College,https://www.roanoke.edu/profiles/shende_anil
Wale Sekoni,Assistant Professor,Roanoke College,https://www.roanoke.edu/profiles/sekoni_adewale
Rajesh Prasad,Associate Professor,Saint Anselm College,https://www.anselm.edu/about/campus-directory/rajesh-prasad
Adam Albina,Assistant Professor,Saint Anselm College,https://www.anselm.edu/about/campus-directory/adam-albina
Michael Huelsman,Assistant Professor,Saint Anselm College,https://www.anselm.edu/about/campus-directory/michael-huelsman
Mitra Mohtarami,Assistant Professor,Saint Anselm College,https://www.anselm.edu/about/campus-directory/mitra-mohtarami-phd
Bradford Demarest,Assistant Professor,Saint Michael's College,https://www.smcvt.edu/directories/employee-directory/bradford-demarest/
Greta Pangborn,Associate Professor,Saint Michael's College,https://www.smcvt.edu/directories/employee-directory/greta-pangborn/
Nelson Dellis,Visiting Assistant Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/nelson-dellis.php
Wenlu Du,Assistant Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/wenlu-du.php
Michael Eckmann,Associate Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/michael-eckmann.php
Thomas O'Connell,Associate Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/thomas-oconnell.php
Aarathi Prasad,Associate Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/aarathi-prasad.php
David Read,Associate Teaching Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/david-read.php
Christine Reilly,Associate Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/christine-reilly.php
Esma Wali,Visiting Assistant Professor,Skidmore College,https://www.skidmore.edu/computer-science/faculty/esma-wali.php
Johanna Brewer,Assistant Professor,Smith College,https://www.smith.edu/people/johanna-brewer
Shinyoung Cho,Assistant Professor,Smith College,https://www.smith.edu/people/shinyoung-cho
R. Jordan Crouser,Associate Professor,Smith College,https://www.smith.edu/people/r-jordan-crouser
Pablo Frank Bolton,Lecturer,Smith College,https://www.smith.edu/people/pablo-frank-bolton
Hia Ghosh,Lecturer,Smith College,https://www.smith.edu/people/hia-ghosh
Nicholas Howe,Professor,Smith College,https://www.smith.edu/people/nicholas-howe
Katherine M. Kinnaird,Associate Professor,Smith College,https://www.smith.edu/people/katherine-m-kinnaird
Jamie Macbeth,Associate Professor,Smith College,https://www.smith.edu/people/jamie-macbeth
Ab Mosca,Visiting Assistant Professor,Smith College,https://www.smith.edu/people/ab-mosca
Halie Rando,Assistant Professor,Smith College,https://www.smith.edu/people/halie-rando
