name,title,college,google_scholar
Andrea Vaccari,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=HdtesW4AAAAJ&hl=en
Robert Utterback,Adjunct Professor,Monmouth College,https://scholar.google.com/citations?user=3naoCC8AAAAJ
Logan Mayfield,Professor,Monmouth College,https://scholar.google.com/citations?user=WVT8fDgAAAAJ&hl=en
Lisa A. Ballesteros,Associate Professor,Mount Holyoke College,https://scholar.google.com/citations?user=M_gh9q8AAAAJ&hl=en
Alyxander Burns,Assistant Professor,Mount Holyoke College,https://scholar.google.com/citations?user=4KZHJ7EAAAAJ&hl=en
Barbara Staudt Lerner,Professor,Mount Holyoke College,https://scholar.google.com/citations?user=O6eLPG4AAAAJ&hl=en
Tony Liu,Assistant Professor,Mount Holyoke College,https://scholar.google.com/citations?user=U0Rzad0AAAAJ&hl=en
James McCauley,Assistant Professor,Mount Holyoke College,https://scholar.google.com/citations?user=udWlOTYAAAAJ&hl=en
Heather Pon-Barry,Associate Professor,Mount Holyoke College,https://scholar.google.com/citations?hl=en&user=bQzoxtsAAAAJ
Audrey St. John,Professor,Mount Holyoke College,https://scholar.google.com/citations?user=MbgQ6ScAAAAJ&hl=en
Melody Su,Assistant Professor,Mount Holyoke College,https://scholar.google.com/citations?hl=en&user=Pky6-9oAAAAJ
Diane Uwacu,Assistant Professor,Mount Holyoke College,https://scholar.google.com/citations?user=Gd4HFZgAAAAJ&hl=en
Michael Allocca,Associate Professor,Muhlenberg College,https://scholar.google.com/citations?user=71Y-GGwAAAAJ&hl=en
Abbey D'Ovidio,Assistant Professor,Muhlenberg College,https://scholar.google.com/citations?user=7Itq1NwAAAAJ&hl=en
Allison Davidson,Associate Professor,Muhlenberg College,https://scholar.google.com/citations?hl=en&user=7ohTReQAAAAJ
William Gryc,Professor,Muhlenberg College,https://scholar.google.com/citations?user=71Y-GGwAAAAJ&hl=en
Youngsun Jang,Assistant Professor,Muhlenberg College,https://scholar.google.com/citations?user=4HnfwZMAAAAJ&hl=en
Michael Karcher,Assistant Professor,Muhlenberg College,https://scholar.google.com/citations?user=uLuqwgYAAAAJ&hl=en
Linda McGuire,Professor,Muhlenberg College,https://scholar.google.com/citations?user=7Itq1NwAAAAJ&hl=en
Proyash Podder,Assistant Professor,Muhlenberg College,https://scholar.google.com/citations?user=s3KlgVwAAAAJ&hl=en
James Russell,Associate Professor,Muhlenberg College,https://scholar.google.com/citations?user=dBUCWUMAAAAJ&hl=en
Elyn Rykken,Professor,Muhlenberg College,https://scholar.google.com/citations?user=71Y-GGwAAAAJ&hl=en
Gary Shufelt,Adjunct Professor,Muhlenberg College,https://scholar.google.com/citations?user=_kzwi88AAAAJ&hl=en
Hamed Yaghoobian,Assistant Professor,Muhlenberg College,https://scholar.google.com/citations?user=5Ax8m6sAAAAJ&hl=en
Fahmida Hamid,Assistant Professor,New College of Florida,https://scholar.google.com/citations?user=OO-3NIgAAAAJ&hl=en
David Gillman,Associate Professor,New College of Florida,https://scholar.google.com/citations?hl=en&user=YNkv8-cAAAAJ
Daniel Page,Visiting Assistant Professor,New College of Florida,
Gil Salu,Visiting Assistant Professor,New College of Florida,https://scholar.google.com/citations?hl=en&user=3DpfUXYAAAAJ
Cynthia Taylor,Associate Professor,Oberlin College,https://scholar.google.com/citations?user=953LGdYAAAAJ&hl=en
Stephen Checkoway,Associate Professor,Oberlin College,https://scholar.google.com/citations?user=EhRzLhQAAAAJ&hl=en
Adam Eck,Associate Professor,Oberlin College,https://scholar.google.com/citations?user=_DksRmEAAAAJ&hl=en
Molly Q Feldman,Assistant Professor,Oberlin College,https://scholar.google.com/citations?user=lIzQd5wAAAAJ&hl=en
Joshua H. Davidson,Assistant Professor,Oberlin College,https://scholar.google.com/citations?user=A59-0XMAAAAJ&hl=en
Mary Hogan,Assistant Professor,Oberlin College,https://scholar.google.com/citations?hl=en&user=2yBwMz0AAAAJ
Roberto Hoyle,Associate Professor,Oberlin College,https://scholar.google.com/citations?user=qkOAq3IAAAAJ&hl=en
Howard Levinson,Assistant Professor,Oberlin College,https://scholar.google.com/citations?user=dLSDji4AAAAJ&hl=en
Michael McCarrin,Assistant Professor,Oberlin College,https://scholar.google.com/citations?hl=en&user=4VFaeoQAAAAJ
Sam Taggart,Associate Professor,Oberlin College,https://scholar.google.com/citations?user=PS-r0aAAAAAJ&hl=en
Emily Wang,Assistant Professor,Oberlin College,https://scholar.google.com/citations?user=dpGkcigAAAAJ&hl=en
Noel Warford,Visiting Assistant Professor,Oberlin College,https://scholar.google.com/citations?user=HXg7vPAAAAAJ&hl=en
Justin Li,Associate Professor,Occidental College,https://scholar.google.com/citations?user=ZFBRntcAAAAJ&hl=en
Hector M. Camarillo Abad,Assistant Professor,Occidental College,https://scholar.google.com/citations?user=U-im7ioAAAAJ&hl=en
Kathryn Leonard,Professor,Occidental College,https://scholar.google.com/citations?user=2OvMZAcAAAAJ&hl=en
Teddy Pozo,Assistant Professor,Occidental College,https://scholar.google.com/citations?user=mF4ZEVsAAAAJ&hl=en
Joel Walsh,Assistant Professor,Occidental College,https://scholar.google.com/citations?user=vjI3KY4AAAAJ&hl=en
Meiqing Zhang,Assistant Professor,Occidental College,https://scholar.google.com/citations?user=WbNrf9IAAAAJ&hl=en
Hsing-Hau Chen,Associate Professor,Occidental College,https://scholar.google.com/citations?user=h_SIpNkAAAAJ&hl=en
Chris Cianci,Assistant Professor,Occidental College,https://scholar.google.com/citations?user=I5AuHTkAAAAJ&hl=en
Treena Basu,Associate Professor,Occidental College,https://scholar.google.com/citations?user=pSvbuX8AAAAJ&hl=en
Mehwish Abbasi,Assistant Professor,Ohio Wesleyan University,https://scholar.google.com/citations?hl=en&user=nCXDqTUAAAAJ
Tzu-Yi Chen,Professor,Pomona College,https://scholar.google.com/citations?user=49Yd2vAAAAAJ&hl=en
Eleanor Birrell,Associate Professor,Pomona College,https://scholar.google.com/citations?user=DzS4K0IAAAAJ&hl=en
Anthony Clark,Assistant Professor,Pomona College,https://scholar.google.com/citations?user=jXXsUekAAAAJ&hl=en
David R. Kauchak,Professor,Pomona College,https://scholar.google.com/citations?user=vWEw8IsAAAAJ&hl=en
Jingyi Li,Assistant Professor,Pomona College,https://scholar.google.com/citations?user=PMVUPvIAAAAJ&hl=en
Joseph C. Osborn,Associate Professor,Pomona College,https://scholar.google.com/citations?user=04S3fL0AAAAJ&hl=en
Alexandra Papoutsaki,Associate Professor,Pomona College,https://scholar.google.com/citations?user=eR2Drb4AAAAJ&hl=en
Sam Thomas,Assistant Professor,Pomona College,https://scholar.google.com/citations?user=Hv9wU6UAAAAJ&hl=en
Andrew T. Wilson,Lecturer,Pomona College,https://scholar.google.com/citations?user=u7LexgcAAAAJ&hl=en
Yuqing Melanie Wu,Professor,Pomona College,https://scholar.google.com/citations?user=jh1UTroAAAAJ&hl=en
Michael Zlatin,Assistant Professor,Pomona College,https://scholar.google.com/citations?user=h8apFZsAAAAJ&hl=en
Gregory Goeckel,Professor,Presbyterian College,https://scholar.google.com/citations?hl=en&user=SddH7PIAAAAJ
Olivia Nche,Assistant Professor,Presbyterian College,https://scholar.google.com/citations?hl=en&user=En0FaUwAAAAJ
Marc Ordower,Visiting Associate Professor,Randolph College,https://scholar.google.com/citations?hl=en&user=YAhc_LMAAAAJ
Brad Spendlove,Associate Professor,Randolph College,https://scholar.google.com/citations?user=f8QBCkoAAAAJ&hl=en
Jia Wan,Associate Professor,Randolph College,https://scholar.google.com/citations?user=8VCYME8AAAAJ&hl=en
Rance Necaise,Associate Professor,Randolph-Macon College,https://scholar.google.com/citations?user=ld954bcAAAAJ&hl=en
Maha Elouni,Assistant Professor,Randolph-Macon College,https://scholar.google.com/citations?user=tmE_HOoAAAAJ&hl=en
Robin M. Givens,Associate Professor,Randolph-Macon College,https://scholar.google.com/citations?user=ld954bcAAAAJ&hl=en
Samuel Henry,Assistant Professor,Randolph-Macon College,https://scholar.google.com/citations?user=xJvS204AAAAJ&hl=en
John W. McManus,Associate Professor,Randolph-Macon College,https://scholar.google.com/citations?user=X_WPtEsAAAAJ&hl=en
La Toria H. Tookes,Senior Lecturer,Randolph-Macon College,https://scholar.google.com/citations?hl=en&user=aAYqV_gAAAAJ
Greg Anderson,Assistant Professor,Reed College,https://scholar.google.com/citations?user=CCp5zB4AAAAJ&hl=en
Erica Blum,Assistant Professor,Reed College,https://scholar.google.com/citations?hl=en&user=IdVZlwMAAAAJ
Jim Fix,Professor,Reed College,https://scholar.google.com/citations?user=qea4NysAAAAJ&hl=en
Adam Groce,Associate Professor,Reed College,https://scholar.google.com/citations?user=JpB-xkUAAAAJ&hl=en
Harper Knittel,Assistant Professor,Reed College,https://scholar.google.com/citations?hl=en&user=kpukYeAAAAAJ
Charles McGuffey,Assistant Professor,Reed College,https://scholar.google.com/citations?user=V_BqDpwAAAAJ&hl=en
Mark Cooper,Adjunct Assistant Professor,Rhodes College,https://scholar.google.com/citations?user=eUCWyrwAAAAJ&hl=en
Jace King,Visiting Assistant Professor,Rhodes College,https://scholar.google.com/citations?user=E9E7t7UAAAAJ&hl=en
Phillip Kirlin,Associate Professor,Rhodes College,https://scholar.google.com/citations?user=mbh3l9sAAAAJ&hl=en
Sean Kugele,Assistant Professor,Rhodes College,https://scholar.google.com/citations?user=19vOmvQAAAAJ&hl=en
Brian Larkins,Associate Professor,Rhodes College,https://scholar.google.com/citations?user=gW3i13wAAAAJ&hl=en
Betsy Sanders,Professor,Rhodes College,https://scholar.google.com/citations?user=n66KjYAAAAAJ&hl=en
Addison Schwamb,Assistant Professor,Rhodes College,https://scholar.google.com/citations?user=wCjQ_jkAAAAJ&hl=en
Matt Superdock,Assistant Professor,Rhodes College,https://scholar.google.com/citations?user=ch9MXlAAAAAJ&hl=en
Durell Bouchard,Associate Professor,Roanoke College,https://scholar.google.com/citations?user=ked9-hcAAAAJ
Anil Shende,Professor,Roanoke College,https://scholar.google.com/citations?hl=en&user=43pn2o4AAAAJ
Wale Sekoni,Assistant Professor,Roanoke College,https://scholar.google.com/citations?user=ljyqpYIAAAAJ&hl=en
Rajesh Prasad,Associate Professor,Saint Anselm College,https://scholar.google.com/citations?user=ta3marIAAAAJ&hl=en
Adam Albina,Assistant Professor,Saint Anselm College,https://scholar.google.com/citations?user=8b8RLggAAAAJ&hl=en
Michael Huelsman,Assistant Professor,Saint Anselm College,https://scholar.google.com/citations?hl=en&user=8mVW2SIAAAAJ
Mitra Mohtarami,Assistant Professor,Saint Anselm College,https://scholar.google.com/citations?user=8b8RLggAAAAJ&hl=en
Bradford Demarest,Assistant Professor,Saint Michael's College,https://scholar.google.com/citations?user=O_74fgoAAAAJ&hl=en
Greta Pangborn,Associate Professor,Saint Michael's College,https://scholar.google.com/citations?hl=en&user=AsrFdYYAAAAJ
Nelson Dellis,Visiting Assistant Professor,Skidmore College,https://scholar.google.com/citations?user=EoY5Db0AAAAJ&hl=en
Wenlu Du,Assistant Professor,Skidmore College,https://scholar.google.com/citations?user=oVSoVywAAAAJ&hl=en
Michael Eckmann,Associate Professor,Skidmore College,https://scholar.google.com/citations?user=Q5EjE5EAAAAJ&hl=en
Thomas O'Connell,Associate Professor,Skidmore College,https://scholar.google.com/citations?user=lNQeAXEAAAAJ&hl=en
Aarathi Prasad,Associate Professor,Skidmore College,https://scholar.google.com/citations?user=L35ZiqwAAAAJ&hl=en
David Read,Associate Teaching Professor,Skidmore College,https://scholar.google.com/citations?user=2LC1d3QAAAAJ&hl=en
Christine Reilly,Associate Professor,Skidmore College,https://scholar.google.com/citations?user=VDKLisoAAAAJ&hl=en
Esma Wali,Visiting Assistant Professor,Skidmore College,https://scholar.google.com/citations?user=Mfu2vyUAAAAJ&hl=en
Johanna Brewer,Assistant Professor,Smith College,https://scholar.google.com/citations?user=QIneXuUAAAAJ&hl=en
Shinyoung Cho,Assistant Professor,Smith College,https://scholar.google.com/citations?user=NCVqJnUAAAAJ&hl=en
R. Jordan Crouser,Associate Professor,Smith College,https://scholar.google.com/citations?hl=en&user=lnxO9joAAAAJ
Pablo Frank Bolton,Lecturer,Smith College,https://scholar.google.com/citations?user=NbSsqjMAAAAJ&hl=en
Hia Ghosh,Lecturer,Smith College,https://scholar.google.com/citations?user=olIhQzAAAAAJ&hl=en
Nicholas Howe,Professor,Smith College,https://scholar.google.com/citations?user=_PboCSwAAAAJ&hl=en
Katherine M. Kinnaird,Associate Professor,Smith College,https://scholar.google.com/citations?user=thI0iAkAAAAJ&hl=en
Jamie Macbeth,Associate Professor,Smith College,https://scholar.google.com/citations?user=leoVUAwAAAAJ&hl=en
Ab Mosca,Visiting Assistant Professor,Smith College,https://scholar.google.com/citations?user=vjjrI9sAAAAJ&hl=en
Halie Rando,Assistant Professor,Smith College,https://scholar.google.com/citations?user=gWtl3GwAAAAJ&hl=en
Michael Robson,Assistant Professor,Smith College,https://scholar.google.com/citations?user=s0IWIykAAAAJ&hl=en
Ileana Streinu,Professor,Smith College,https://scholar.google.com/citations?user=eigpQpsAAAAJ&hl=en
Ammon Hepworth,Assistant Professor,Southern Virginia University,https://scholar.google.com/citations?user=xcWxN30AAAAJ&hl=en
Barbara M. Anthony,Professor,Southwestern University,https://scholar.google.com/citations?hl=en&user=FPmIiFkAAAAJ
Arjun Chandrasekhar,Assistant Professor,Southwestern University,https://scholar.google.com/citations?user=NFszIc0AAAAJ&hl=en
Jacob Schrum,Associate Professor,Southwestern University,https://scholar.google.com/citations?user=mySt8HoAAAAJ&hl=en
Kevin A. Angstadt,Associate Professor,St. Lawrence University,https://scholar.google.com/citations?user=_xSeKAkAAAAJ&hl=en
Daniel Condon,Assistant Professor,St. Lawrence University,https://scholar.google.com/citations?hl=en&user=xcp6mdgAAAAJ
Gabriel Dorfsman-Hopkins,Assistant Professor,St. Lawrence University,https://scholar.google.com/citations?hl=en&user=raZe1vAAAAAJ
A.J. Dykstra,Lecturer,St. Lawrence University,https://scholar.google.com/citations?user=x0XIjAIAAAAJ&hl=en
Ed Harcourt,Professor,St. Lawrence University,https://scholar.google.com/citations?user=x_oZs9IAAAAJ&hl=vi
Matt Higham,Associate Professor,St. Lawrence University,https://scholar.google.com/citations?user=vNlUUYsAAAAJ&hl=en
Choong-Soo Lee,Associate Professor,St. Lawrence University,https://scholar.google.com/citations?user=MG0Ig0cAAAAJ&hl=en
Leiyue Li,Assistant Professor,St. Lawrence University,https://scholar.google.com/citations?hl=en&user=BiPE7h0AAAAJ
Patti Frazer Lock,Professor,St. Lawrence University,https://scholar.google.com/citations?user=tdjdxCkAAAAJ
Robin Lock,Professor,St. Lawrence University,https://scholar.google.com/citations?hl=en&user=yKtBugEAAAAJ
Lisa Torrey,Associate Professor,St. Lawrence University,https://scholar.google.com/citations?user=FkbF9pYAAAAJ&hl=en
Maegan K. Bos,Associate Professor,St. Lawrence University,https://scholar.google.com/citations?user=mawmUR4AAAAJ&hl=en
Michael Schuckers,Professor,St. Lawrence University,https://scholar.google.com/citations?user=vmzOZbcAAAAJ&hl=de
Emily Barranca,Assistant Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?user=v5OjzV0AAAAJ&hl=en
Sayan Goswami,Assistant Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?user=_WXkxGQAAAAJ&hl=en
Simon Read,Associate Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?hl=en&user=pr8YcVIAAAAJ
Waqar Saleem,Associate Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?user=-YdA5D8AAAAJ
Muhieddine Shebaro,Visiting Assistant Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?user=OOL5AyIAAAAJ&hl=en
Bob Tracy,Adjunct Instructor,St. Mary's College of Maryland,https://scholar.google.com/citations?hl=en&user=H4WDUpcAAAAJ
Richard Young,Adjunct Professor,St. Mary's College of Maryland,https://scholar.google.com/citations?hl=en&user=lRTRxSIAAAAJ
Seth Meyer,Professor,St. Norbert College,https://scholar.google.com/citations?user=6V5EszAAAAAJ&hl=en
Jaime Davila,Associate Professor,St. Olaf College,https://scholar.google.com/citations?user=XjCGeVYAAAAJ&hl=en
Olaf Hall-Holt,Associate Professor,St. Olaf College,https://scholar.google.com/citations?user=1p8KYEIAAAAJ&hl=en
Michael Haydock,Adjunct Assistant Professor,St. Olaf College,https://scholar.google.com/citations?user=1p8KYEIAAAAJ&hl=en
Kodjo Houssou,Visiting Instructor,St. Olaf College,https://scholar.google.com/citations?user=OybnPn8AAAAJ&hl=en
Barbara Johnson,Visiting Assistant Professor,St. Olaf College,https://scholar.google.com/citations?user=s9BXEjgAAAAJ&hl=en
Will Leeson,Assistant Professor,St. Olaf College,https://scholar.google.com/citations?user=RBgNb_kAAAAJ&hl=en
Melissa Lynn,Assistant Professor,St. Olaf College,https://scholar.google.com/citations?user=OybnPn8AAAAJ&hl=en
Ryota Matsuura,Professor,St. Olaf College,https://scholar.google.com/citations?user=tJTR1oJZcp4C&hl=en
Matthew Wright,Associate Professor,St. Olaf College,https://scholar.google.com/citations?user=1p8KYEIAAAAJ&hl=en
Sharmishtha Dutta,Assistant Professor,Stonehill College,https://scholar.google.com/citations?user=s0z7HewAAAAJ&hl=en
Hamza M. Elhamdadi,Assistant Professor,Stonehill College,https://scholar.google.com/citations?user=klfeBgIAAAAJ&hl=en
Samuel Goree,Assistant Professor,Stonehill College,https://scholar.google.com/citations?user=1yJs7GgAAAAJ&hl=en
Jeffrey Graham,Associate Professor,Susquehanna University,https://scholar.google.com/citations?user=RxphYqwAAAAJ&hl=en
Alathea Jensen,Associate Professor,Susquehanna University,https://scholar.google.com/citations?hl=en&user=VR9Pz14AAAAJ
Edisanter Lo,Professor,Susquehanna University,https://scholar.google.com/citations?user=_rEk0ncAAAAJ&hl=en
Steven Scheirer,Assistant Professor,Susquehanna University,https://scholar.google.com/citations?user=3n9FWf4AAAAJ&hl=en
Anusha Veluswamy,Assistant Professor,Susquehanna University,https://scholar.google.com/citations?user=XYkJHdkAAAAJ&hl=en
Alexander Wilce,Professor,Susquehanna University,https://scholar.google.com/citations?user=xCwWBg8AAAAJ&hl=en
Kevin Webb,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=oJyWHW0AAAAJ&hl=en
Joshua Brody,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=FP9jNNkAAAAJ&hl=en
Vasanta Chaganti,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=WQn_ygoAAAAJ&hl=en
Andrew Danner,Professor,Swarthmore College,https://scholar.google.com/citations?user=5arl_Q8AAAAJ&hl=en
Lila Fontes,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=lIKNXiYAAAAJ&hl=en
Nathaniel Grammel,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=ldWF9aYAAAAJ&hl=en
Gabriel Hope,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?hl=en&user=zFMN24cAAAAJ
Neil Lutz,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=aw4FZEIAAAAJ&hl=en
Ben Mitchell,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=xNRziXcAAAAJ&hl=en
Tia Newhall,Professor,Swarthmore College,https://scholar.google.com/citations?user=TcipDegAAAAJ&hl=en
Keith O'Hara,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=LXr-dOQAAAAJ&hl=en
Zachary Palmer,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=0_e4C00AAAAJ&hl=en
Ameet Soni,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=HPYGJ8gAAAAJ&hl=en
Sukrit Venkatagiri,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=f9JCcxAAAAAJ&hl=en
Ranysha Ware,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=uVdgpL8AAAAJ&hl=en
Rich Wicentowski,Professor,Swarthmore College,https://scholar.google.com/citations?user=kl7fn3gAAAAJ&hl=en
Charlie Kazer,Lab Instructor,Swarthmore College,https://scholar.google.com/citations?user=EZppqzoAAAAJ&hl=en
Marcus Brumfield,Assistant Professor,Tougaloo College,https://scholar.google.com/citations?hl=en&user=mgItsboAAAAJ
Bobby England,Professor,Transylvania University,https://scholar.google.com/citations?user=HIQ-LGMAAAAJ&hl=en
Kenny Moorman,Professor,Transylvania University,https://scholar.google.com/citations?user=AWHaCykAAAAJ&hl=en
Ewa Syta,Associate Professor,Trinity College,https://scholar.google.com/citations?user=sWHQCFIAAAAJ&hl=en
Chandranil Chakraborttii,Assistant Professor,Trinity College,https://scholar.google.com/citations?user=IvKw05sAAAAJ&hl=en
Maminur Islam,Assistant Professor,Trinity College,https://scholar.google.com/citations?user=tvxNJD0AAAAJ&hl=en
Jonathan Johnson,Visiting Lecturer,Trinity College,https://scholar.google.com/citations?user=N3Z4jx4AAAAJ&hl=en
Takunari Miyazaki,Associate Professor,Trinity College,https://scholar.google.com/citations?user=e05y9xEAAAAJ&hl=ja
Madalene Spezialetti,Associate Professor,Trinity College,https://scholar.google.com/citations?user=og2EQiUAAAAJ&hl=en
Peter A. Yoon,Professor,Trinity College,https://scholar.google.com/citations?user=8l9BcBAAAAAJ&hl=en
Paul Myers,Professor,Trinity University,https://scholar.google.com/citations?user=uvszLnAAAAAJ&hl=en
Zeyu Chen,Visiting Assistant Professor,Trinity University,https://scholar.google.com/citations?user=LCzu9MEAAAAJ&hl=en
Eduardo Davalos Anaya,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=tAszlSkAAAAJ&hl=en
Seth Fogarty,Associate Professor,Trinity University,https://scholar.google.com/citations?user=teTBejQAAAAJ&hl=en
Matthew Hibbs,Associate Professor,Trinity University,https://scholar.google.com/citations?user=XOrGKF4AAAAJ&hl=en
Britton Horn,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=fTe-ACYAAAAJ&hl=en
Johanna Jacob,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=YJ3ls7YAAAAJ&hl=en
Sheng Tan,Associate Professor,Trinity University,https://scholar.google.com/citations?user=vhUYV3gAAAAJ&hl=en
Eva Tuba,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=GlKwwMQAAAAJ&hl=en
Yu Zhang,Professor,Trinity University,https://scholar.google.com/citations?user=lodtnAYAAAAJ&hl=en
Matt Anderson,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=KltZGjMAAAAJ&hl=en
Aaron Cass,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=IF-mw2wAAAAJ&hl=es
Georgia Doing,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?hl=en&user=-GDlWUMAAAAJ
Chris Fernandes,Professor,Union College (NY),https://scholar.google.com/citations?user=8C87yoIAAAAJ&hl=en
Shruti Mahajan,Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=Kw4ZWScAAAAJ&hl=en
John Rieffel,Professor,Union College (NY),https://scholar.google.com/citations?user=mOlQZ30AAAAJ&hl=en
TJ Schlueter,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=JK4MjhsAAAAJ&hl=en
Kristina Striegnitz,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=aXn42y8AAAAJ&hl=en
Arjun Viswanathan,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=o3mIkGsAAAAJ&hl=en
Nick Webb,Associate Professor,Union College (NY),https://scholar.google.com/citations?hl=en&user=_Sq0ebwAAAAJ
Jennifer Polack,Professor,University of Mary Washington,https://scholar.google.com/citations?user=sBRijTcAAAAJ&hl=en
Karen Anewalt,Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=060zUaAAAAAJ
Stephen Davies,Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=9pkpxRoAAAAJ
Andrew Marshall,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=Re5zhb4AAAAJ&hl=en
Ian Finlayson,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=m7qAS28AAAAJ&hl=en
Xin-Wen Wu,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=wSESyXH7LoMC&hl=en
Jessica Zeitz,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=p0MiE_QAAAAJ&hl=en
Prashant Chandrasekar,Assistant Professor,University of Mary Washington,https://scholar.google.com/citations?user=ccMZ46IAAAAJ&hl=en
Evan Coleman,Assistant Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=2a1LymgAAAAJ
Josh Clements,Lecturer,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=UaV-Q6IAAAAJ
Gusty Cooper,Lecturer,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=3rRYklUAAAAJ
Peter Dolan,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?hl=en&user=D43qGz4AAAAJ
Wenkai Guan,Assistant Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=fJriImAAAAAJ&hl=en
Kristin Lamberty,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?hl=en&user=hbkmFjcAAAAJ
Elena Machkasova,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=ZiP_z-IAAAAJ&hl=en
Nic McPhee,Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=iQlsotIAAAAJ&hl=en
Kevin Sanft,Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=R7VWKOgAAAAJ&hl=en
Marietta Cameron,Professor,University of North Carolina Asheville,https://scholar.google.com/citations?hl=en&user=ZIP3bdUAAAAJ
Kenneth Bogert,Associate Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=HYCHbSUAAAAJ&hl=en
Farzana Rashid,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=j6dP4yEAAAAJ&hl=en
Michael Sarris,Lecturer,University of North Carolina Asheville,https://scholar.google.com/citations?user=3C0yDU0AAAAJ&hl=el
Sarah Van Wart,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=SznLjBcAAAAJ&hl=en
Adam Whitley,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=L4AE2yYAAAAJ&hl=en
Baha Alsaify,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=PSEVKkcAAAAJ&hl=en
America Chambers,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?hl=en&view_op=top_venues&vq=phy_acousticssound
Sunita Chepuri,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=3SyZAb8AAAAJ&hl=en
David Chiu,Professor,University of Puget Sound,https://scholar.google.com/citations?user=HwaZjxcAAAAJ&hl=en
Cynthia Gibson,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=GiA5yIsAAAAJ&hl=en
Sara Johnson,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=eMvbVTsAAAAJ&hl=fil
Marissa Masden,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?hl=en&user=7RQU0k0AAAAJ
Alison Paradise,Instructor,University of Puget Sound,https://scholar.google.com/citations?user=rWPBP7IAAAAJ&hl=en
Jake Price,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?user=3SyZAb8AAAAJ&hl=en
Adam Smith,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?user=fkGi-JMAAAAJ&hl=en
Maddie Weinstein,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=rz3qFaQAAAAJ&hl=en
Douglas Szajda,Associate Professor,University of Richmond,https://scholar.google.com/citations?user=_bw-eZIAAAAJ&hl=en
Prateek Bhakta,Associate Professor,University of Richmond,https://scholar.google.com/citations?hl=en&user=H7mK4S8AAAAJ
M Charity,Assistant Professor,University of Richmond,https://scholar.google.com/citations?user=AKXHtd8AAAAJ&hl=en
