name,title,college,google_scholar
Grant Braught,Professor,Dickinson College,https://scholar.google.com/citations?user=Fjk9SMwAAAAJ&hl=en
Matt Ferland,Assistant Professor,Dickinson College,https://scholar.google.com/citations?user=rP0hJ1oAAAAJ&hl=en
Dick Forrester,Professor,Dickinson College,https://scholar.google.com/citations?user=sNsxx-IAAAAJ&hl=en
William Goble,Lecturer,Dickinson College,https://scholar.google.com/citations?user=d9shf48AAAAJ&hl=en
John MacCormick,Professor,Dickinson College,https://scholar.google.com/citations?user=Fjk9SMwAAAAJ&hl=en
Farhan Siddiqui,Associate Professor,Dickinson College,https://scholar.google.com/citations?user=zQnEtZ4AAAAJ&hl=en
Barry Burd,Professor,Drew University,https://scholar.google.com/citations?hl=en&user=-GjN8kAAAAAJ
Valerie Siyuan Feng,Assistant Professor,Drew University,https://scholar.google.com/citations?user=wMCabOAAAAAJ&hl=en
Chris Gibbs,Adjunct Professor,Drew University,https://scholar.google.com/citations?hl=en&user=CQ-3680AAAAJ
Prasad Kothapalli,Adjunct Professor,Drew University,https://scholar.google.com/citations?user=bswVXlAAAAAJ&hl=en
Diane Liporace,Assistant Teaching Professor,Drew University,https://scholar.google.com/citations?user=6s5xpAUAAAAJ&hl=en
Yi Lu,Associate Professor,Drew University,https://scholar.google.com/citations?user=-OQff8MAAAAJ&hl=en
Fred Meyer,Adjunct Professor,Drew University,https://scholar.google.com/citations?hl=en&user=afV2xzUAAAAJ
Adam Michlin,Assistant Professor,Drew University,https://scholar.google.com/citations?user=rHSp4EIAAAAJ&hl=en
Alex Rudniy,Associate Professor,Drew University,https://scholar.google.com/citations?user=9OL0_JAAAAAJ&hl=en
Debanjali Banerjee,Assistant Professor,Earlham College,https://scholar.google.com/citations?user=XaKBoNwAAAAJ&hl=en
Doug Harms,Instructor,Earlham College,https://scholar.google.com/citations?hl=en&user=qVn69rYAAAAJ
Charlie Peck,Associate Professor,Earlham College,https://scholar.google.com/citations?user=qHff9dIAAAAJ&hl=en
Fatemeh Valizadeh Gamchi,Assistant Professor,Earlham College,https://scholar.google.com/citations?hl=en&user=ymM5kfAAAAAJ
Yunting Yin,Assistant Professor,Earlham College,https://scholar.google.com/citations?user=kmLgZRQAAAAJ&hl=en
Injoo Kim,Associate Professor,East-West University,https://scholar.google.com/citations?user=qcbyf6MAAAAJ&hl=en
Julie Zhang,Associate Professor,East-West University,https://scholar.google.com/citations?user=No3aSRsAAAAJ&hl=en
Komal Vashisht,Adjunct Instructor,East-West University,https://scholar.google.com/citations?hl=en&user=nNdZ89oAAAAJ
Fran Casillas,Adjunct Professor,East-West University,https://scholar.google.com/citations?user=neU56WYAAAAJ
Kelly R. Debure,Professor,Eckerd College,https://scholar.google.com/citations?user=bVk2324AAAAJ&hl=en
Michael L Hilton,Associate Professor,Eckerd College,https://scholar.google.com/citations?user=BlLoAnkAAAAJ&hl=en
Holger Mauch,Professor,Eckerd College,https://scholar.google.com/citations?user=A5th2tUAAAAJ&hl=en
Robert Beasley,Professor,Franklin College,https://scholar.google.com/citations?hl=en&user=kn_UO9sAAAAJ
Kerry Smith,Professor,Franklin College,https://scholar.google.com/citations?user=C6Zbi4QAAAAJ&hl=en
Justin D Brody,Assistant Professor,Franklin & Marshall College,https://scholar.google.com/citations?user=oHBnckcAAAAJ&hl=en
Jing Hu,Associate Professor,Franklin & Marshall College,https://scholar.google.com/citations?hl=en&user=dQyhlakAAAAJ
Emily K Jensen,Assistant Professor,Franklin & Marshall College,https://scholar.google.com/citations?user=00dobVoAAAAJ&hl=en
Jacob Logas,Assistant Professor,Franklin & Marshall College,https://scholar.google.com/citations?hl=en&user=ggGN94cAAAAJ
Brad McDanel,Assistant Professor,Franklin & Marshall College,https://scholar.google.com/citations?hl=en&user=icH2TNgAAAAJ
Ed Novak,Associate Professor,Franklin & Marshall College,https://scholar.google.com/citations?user=DJHTM3YAAAAJ&hl=en
Tony J Weaver,Adjunct Senior Instructor,Franklin & Marshall College,
Willie Wilson,Assistant Professor,Franklin & Marshall College,https://scholar.google.com/citations?user=Ps3Sg5EAAAAJ&hl=en
Andrea Tartaro,Professor,Furman University,https://scholar.google.com/citations?hl=en&user=Fgd0u2UAAAAJ
Chris Alvin,Associate Professor,Furman University,https://scholar.google.com/citations?user=el66434AAAAJ&hl=en
Rebecca Drucker,Assistant Professor,Furman University,https://scholar.google.com/citations?hl=en&user=pQytlFwAAAAJ
Syed Fahad Sultan,Assistant Professor,Furman University,https://scholar.google.com/citations?user=PVlz30EAAAAJ&hl=en
Kevin Treu,Professor,Furman University,https://scholar.google.com/citations?user=LHu4YJsAAAAJ&hl=en
Sunghee Sunny Kim,Professor,Gettysburg College,https://scholar.google.com/citations?user=RUw0PzUAAAAJ&hl=en
Ivaylo Ilinkin,Professor,Gettysburg College,https://scholar.google.com/citations?user=s4mG88AAAAAJ&hl=en
Todd W. Neller,Professor,Gettysburg College,https://scholar.google.com/citations?user=Lz4xk1YAAAAJ&hl=en
Clif Presser,Associate Professor,Gettysburg College,https://scholar.google.com/citations?user=Yzlu8rQAAAAJ&hl=en
Daniel White,Lecturer,Gettysburg College,https://scholar.google.com/citations?user=tUk8pgUAAAAJ&hl=en
Jonathan Hoffman,Adjunct Instructor,Gettysburg College,https://scholar.google.com/citations?user=1mqIKC0AAAAJ&hl=en
Russell C. Bjork,Professor,Gordon College,https://scholar.google.com/citations?hl=en&user=flrt9TIAAAAJ
Irvin J. Levy,Professor,Gordon College,https://scholar.google.com/citations?hl=en&user=O7oYZgQAAAAJ
Jonathan R. Senning,Professor,Gordon College,
Jill Zimmerman,Professor,Goucher College,https://scholar.google.com/citations?user=yyKgGtsAAAAJ&hl=en
Mohammad Naderi Dehkordi,Associate Professor,Goucher College,https://scholar.google.com/citations?user=Ilgjl9AAAAAJ&hl=en
Thomas Kelliher,Associate Professor,Goucher College,https://scholar.google.com/citations?user=ZnoM_joAAAAJ&hl=en
Robert Lewand,Professor,Goucher College,https://scholar.google.com/citations?user=53McWikAAAAJ&hl=en
Peter-Michael Osera,Associate Professor,Grinnell College,https://scholar.google.com/citations?user=5giUNY0AAAAJ&hl=en
Ali Allami,Associate Professor,Grinnell College,https://scholar.google.com/citations?user=wI2K-88AAAAJ&hl=en
Eric Autry,Assistant Professor,Grinnell College,https://scholar.google.com/citations?hl=en&user=ymb9eDoAAAAJ
Charlie Curtsinger,Associate Professor,Grinnell College,https://scholar.google.com/citations?user=N6SvlwYAAAAJ&hl=en
Nicole Eikmeier,Associate Professor,Grinnell College,https://scholar.google.com/citations?hl=en&user=7viTMCsAAAAJ
Fernanda Eliott,Assistant Professor,Grinnell College,https://scholar.google.com/citations?hl=en&user=NtCixSkAAAAJ
Shawn Ong,Assistant Professor,Grinnell College,https://scholar.google.com/citations?user=kaZms3wAAAAJ&hl=en
Samuel A. Rebelsky,Professor,Grinnell College,https://scholar.google.com/citations?user=2C2orDEAAAAJ&hl=en
William Rebelsky,Assistant Professor,Grinnell College,https://scholar.google.com/citations?user=2C2orDEAAAAJ&hl=en
Jerod Weinman,Associate Professor,Grinnell College,https://scholar.google.com/citations?user=W7vTHe4AAAAJ&hl=en
Aaron Nienow,Senior Instructor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Baili Chen,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Flint Million,Adjunct Assistant Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Guarionex Salivia,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=X2gfJBkAAAAJ&hl=en
Jacob Siehler,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Jeff Ford,Visiting Assistant Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Jillian Downey,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Laura Hildreth,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?hl=en&user=XD4yoBkAAAAJ
Louis Yu,Associate Professor,Gustavus Adolphus College,https://scholar.google.com/citations?user=7XVDsjEAAAAJ&hl=en
Darren Strash,Associate Professor,Hamilton College,https://scholar.google.com/citations?user=BTW2e5AAAAAJ&hl=en
Mark Bailey,Professor,Hamilton College,https://scholar.google.com/citations?user=1gASj60AAAAJ&hl=en
Mason Brown,Visiting Assistant Professor,Hamilton College,https://scholar.google.com/citations?user=D6e05FMAAAAJ&hl=en
Shawn Chen,Assistant Professor,Hamilton College,https://scholar.google.com/citations?user=tErnpFkAAAAJ&hl=en
Karyn Doke,Assistant Professor,Hamilton College,https://scholar.google.com/citations?user=SLOoyrMAAAAJ&hl=en
Han Dong,Assistant Professor,Hamilton College,https://scholar.google.com/citations?hl=en&user=i1VhZwgAAAAJ
Thomas Helmuth,Associate Professor,Hamilton College,https://scholar.google.com/citations?user=Z_nA0YoAAAAJ&hl=en
Sarah Morrison-Smith,Assistant Professor,Hamilton College,https://scholar.google.com/citations?user=70N7xcMAAAAJ&hl=en
Wenbo Wang,Visiting Assistant Professor,Hamilton College,https://scholar.google.com/citations?user=tis0fWEAAAAJ&hl=en
Dylan Domel-White,Assistant Professor,Hampden-Sydney College,https://scholar.google.com/citations?hl=en&user=JxgYic8AAAAJ
Rebecca Jayne,Associate Professor,Hampden-Sydney College,https://scholar.google.com/citations?user=xTEw6hwAAAAJ&hl=en
Brian Lins,Professor,Hampden-Sydney College,https://scholar.google.com/citations?user=Hg5BZBoAAAAJ&hl=en
Sarah Loeb,Associate Professor,Hampden-Sydney College,https://scholar.google.com/citations?user=Beu2zicAAAAJ&hl=en
John Machacek,Assistant Professor,Hampden-Sydney College,https://scholar.google.com/citations?hl=en&user=G_kvczIAAAAJ
Joseph Rennie,Assistant Professor,Hampden-Sydney College,https://scholar.google.com/citations?hl=en&user=HdWf13kAAAAJ
Michael C. Strayer,Associate Professor,Hampden-Sydney College,https://scholar.google.com/citations?user=WWj3UWAAAAAJ&hl=en
William Tolley,Assistant Professor,Hampden-Sydney College,https://scholar.google.com/citations?user=WWj3UWAAAAAJ&hl=en
Jeffrey LaMarche,Visiting Instructor,Hanover College,https://scholar.google.com/citations?user=nmolsY0AAAAJ&hl=en
Haris Skiadas,Professor,Hanover College,https://scholar.google.com/citations?hl=en&user=4vKbe6kAAAAJ
Barbara Wahl,Professor,Hanover College,https://scholar.google.com/citations?hl=en&user=T3sZDVYAAAAJ
Howard Lichtman,Professor,Hartwick College,https://scholar.google.com/citations?user=nwbMyO0AAAAJ&hl=en
Jim Boerkoel,Professor,Harvey Mudd College,https://scholar.google.com/citations?user=cb6sM28AAAAJ&hl=en
Julie Medero,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=_4O0rFkAAAAJ&hl=en
Lucas Bang,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=PqPeKz8AAAAJ&hl=en
Katherine Breeden,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=POT4ihwAAAAJ&hl=en
Jonathan Chang,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?user=ex0aJqgAAAAJ&hl=en
Zach Dodds,Professor,Harvey Mudd College,https://scholar.google.com/citations?user=UN58kSMAAAAJ&hl=en
Lynn Kirabo,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?hl=en&user=MHgi37IAAAAJ
George Montañez,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=Ips0LdMAAAAJ&hl=en
Vidushi Ojha,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?user=8Sz73ngAAAAJ&hl=en
Melissa O'Neill,Professor,Harvey Mudd College,https://scholar.google.com/citations?user=r1cIpfgAAAAJ&hl=en
Arthi Padmanabhan,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?user=HAKBpooAAAAJ&hl=en
Tim Randolph,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?user=J5hNWawAAAAJ&hl=en
Xanda Schofield,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=5hxwmLUAAAAJ&hl=en
Chris Stone,Professor,Harvey Mudd College,https://scholar.google.com/citations?user=Mef1Ia8AAAAJ&hl=en
Erin Talvitie,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=mAvu7aYAAAAJ&hl=en
Beth Trushkowsky,Associate Professor,Harvey Mudd College,https://scholar.google.com/citations?user=5hxwmLUAAAAJ&hl=en
Ben Wiedermann,Professor,Harvey Mudd College,https://scholar.google.com/citations?user=bgf8-CsAAAAJ&hl=en
Calden Wloka,Assistant Professor,Harvey Mudd College,https://scholar.google.com/citations?user=PUKSYdMAAAAJ&hl=es
John Dougherty,Associate Professor,Haverford College,https://scholar.google.com/citations?user=utJA5zgAAAAJ&hl=en
Sorelle Friedler,Professor,Haverford College,https://scholar.google.com/citations?user=XDHr1VIAAAAJ&hl=en
Alvin Grissom,Associate Professor,Haverford College,https://scholar.google.com/citations?user=S-W8y58AAAAJ&hl=en
Steven Lindell,Professor,Haverford College,https://scholar.google.com/citations?user=_m-BTtAAAAAJ&hl=en
Dung Nguyen,Visiting Assistant Professor,Haverford College,https://scholar.google.com/citations?user=crI3PxsAAAAJ&hl=en
Thao Nguyen,Assistant Professor,Haverford College,https://scholar.google.com/citations?user=7M8HNUIAAAAJ&hl=en
David Wonnacott,Professor,Haverford College,https://scholar.google.com/citations?user=yNR93H4AAAAJ&hl=en
Gabriel Ferrer,Professor,Hendrix College,https://scholar.google.com/citations?user=SH1740kAAAAJ&hl=en
Mark Goadrich,Professor,Hendrix College,https://scholar.google.com/citations?user=sXia8FoAAAAJ&hl=en
Brent A. Yorgey,Associate Professor,Hendrix College,https://scholar.google.com/citations?user=KafW1vYAAAAJ&hl=en
Brian Delavan,Adjunct Professor,Hendrix College,https://scholar.google.com/citations?hl=en&user=DvHJWroAAAAJ
Joseph Rusinko,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=fOO09_wAAAAJ&hl=en
Jonathan E Forde,Professor,Hobart and William Smith College,https://scholar.google.com/citations?hl=en&user=q7A9nV8AAAAJ
Jocelyn Bell,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=0FD5To4AAAAJ&hl=en
Jennifer Biermann,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=iHP42vQAAAAJ&hl=en
Stina S Bridgeman,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=VYukyS8AAAAJ&hl=en
Chris Fietkiewicz,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=WkgTkQ8AAAAJ&hl=en
Yan Hao,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=WkgTkQ8AAAAJ&hl=en
Hanqing Hu,Assistant Professor,Hobart and William Smith College,https://scholar.google.com/citations?hl=en&user=SpC-lucAAAAJ
Erika L.C. King,Associate Professor,Hobart and William Smith College,https://scholar.google.com/citations?user=xr-Cy5gAAAAJ&hl=en
Michael Jipping,Professor,Hope College,https://scholar.google.com/citations?user=vLY9zsQAAAAJ&hl=en
Charles Cusack,Professor,Hope College,https://scholar.google.com/citations?user=wsSlOd8AAAAJ&hl=en
Ryan McFall,Professor,Hope College,https://scholar.google.com/citations?user=inZeifoAAAAJ&hl=en
Fola Olagbemi,Assistant Professor,Hope College,https://scholar.google.com/citations?hl=en&user=uJTB6Q4AAAAJ
Katrina Koehler,Associate Professor,Houghton University,https://scholar.google.com/citations?user=YRznOzwAAAAJ&hl=en
Babafemi Sorinolu,Assistant Professor,Houghton University,https://scholar.google.com/citations?user=03AJU0oAAAAJ&hl=en
Takako Soma,Associate Professor,Illinois College,https://scholar.google.com/citations?hl=en&user=Sg7CLVwAAAAJ
Gerald W. Kruse,Professor,Juniata College,https://scholar.google.com/citations?user=H90agnIAAAAJ&hl=en
Elainea Neville,Instructor,Juniata College,https://scholar.google.com/citations?user=Uy68HysAAAAJ&hl=en
Jianyuan Ni,Assistant Professor,Juniata College,https://scholar.google.com/citations?user=RLLhFosAAAAJ&hl=en
William H. Thomas,Professor,Juniata College,https://scholar.google.com/citations?user=2kxKzRsAAAAJ&hl=en
John J. Wright,Associate Professor,Juniata College,https://scholar.google.com/citations?user=70MIIDcAAAAJ&hl=en
Jigar Patel,Lecturer,Juniata College,https://scholar.google.com/citations?user=mq5vHSgAAAAJ&hl=en
Alyce Brady,Professor,Kalamazoo College,https://scholar.google.com/citations?user=ClqUnCAAAAAJ&hl=en
Pam Cutter,Professor,Kalamazoo College,https://scholar.google.com/citations?hl=en&user=AqatkV8AAAAJ
Tasnim Gharaibeh,Assistant Professor,Kalamazoo College,https://scholar.google.com/citations?user=HG2rrAEAAAAJ&hl=en
Nicholas Polanco,Visiting Assistant Professor,Kalamazoo College,https://scholar.google.com/citations?user=8IzuU8UAAAAJ&hl=en
Sandino Vargas-Pérez,Associate Professor,Kalamazoo College,https://scholar.google.com/citations?user=9sFDnrQAAAAJ&hl=en
David Bunde,Professor,Knox College,https://scholar.google.com/citations?user=rcbHCokAAAAJ&hl=en
Shengting Cao,Assistant Professor,Knox College,https://scholar.google.com/citations?user=VPm1CusAAAAJ&hl=en
Michael Gerten,Visiting Instructor,Knox College,https://scholar.google.com/citations?user=iydsq34AAAAJ&hl=en
Jurdana Masuma Iqrah,Assistant Professor,Knox College,https://scholar.google.com/citations?user=Eu7ErsYAAAAJ&hl=en
Jaime Spacco,Associate Professor,Knox College,https://scholar.google.com/citations?user=awILP9QAAAAJ&hl=en
Ge Xia,Professor,Lafayette College,https://scholar.google.com/citations?user=4vJXzUUAAAAJ&hl=en
Lauren Biernacki,Assistant Professor,Lafayette College,https://scholar.google.com/citations?user=DcUvpE0AAAAJ&hl=en
Jonathan Dahl,Senior Lecturer,Lafayette College,https://scholar.google.com/citations?user=cKidKdMAAAAJ&hl=en
Christian Lopez,Assistant Professor,Lafayette College,https://scholar.google.com/citations?user=t2ZEe1MAAAAJ&hl=en
Jeffrey O. Pfaffmann,Associate Professor,Lafayette College,https://scholar.google.com/citations?hl=en&user=CUD7V78AAAAJ
Sofia Serrano,Assistant Professor,Lafayette College,https://scholar.google.com/citations?user=jYk3xwwAAAAJ&hl=en
Jorge Silveyra,Assistant Professor,Lafayette College,https://scholar.google.com/citations?user=jYk3xwwAAAAJ&hl=en
Justin Smith,Assistant Professor,Lafayette College,https://scholar.google.com/citations?user=i154fxoAAAAJ&hl=en
Jia Tao,Associate Professor,Lafayette College,https://scholar.google.com/citations?user=2O9FP38AAAAJ&hl=en
Enrique Trevino,Professor,Lake Forest College,https://scholar.google.com/citations?user=wt1kRTcAAAAJ&hl=en
Sugata Banerji,Associate Professor,Lake Forest College,https://scholar.google.com/citations?user=CGrpuM8AAAAJ&hl=en
Sara Jamshidi,Assistant Professor,Lake Forest College,https://scholar.google.com/citations?user=GP9yw4oAAAAJ&hl=en
Craig Knuckles,Professor,Lake Forest College,https://scholar.google.com/citations?hl=en&user=q8FA7IEAAAAJ
Dakotah Lambert,Assistant Professor,Lake Forest College,https://scholar.google.com/citations?user=PGroe-4AAAAJ&hl=en
Gunjan Sharma,Visiting Assistant Professor,Lake Forest College,https://scholar.google.com/citations?user=9-02kEsAAAAJ&hl=en
Kitai Jeong,Assistant Professor,Lane College,https://scholar.google.com/citations?user=iTI2ZVYAAAAJ&hl=en
Sheldon Liang,Assistant Professor,Lane College,https://scholar.google.com/citations?user=ckYJz0cAAAAJ&hl=en
Kent Tyler,Assistant Professor,Lane College,https://scholar.google.com/citations?user=Yphj-pQAAAAJ&hl=fr
Acacia Ackles,Assistant Professor,Lawrence University,https://scholar.google.com/citations?hl=en&user=MF3IPgIAAAAJ
Kyle Diederich,Visiting Assistant Professor,Lawrence University,https://scholar.google.com/citations?user=wq_6J0cAAAAJ&hl=en
Joseph N. Gregg,Associate Professor,Lawrence University,https://scholar.google.com/citations?hl=en&user=3-O3TKIAAAAJ
Kurt Krebsbach,Professor,Lawrence University,https://scholar.google.com/citations?hl=en&user=AKHplAUAAAAJ
David Lovitz,Visiting Professor,Lewis & Clark College,https://scholar.google.com/citations?hl=en&user=PaAmVEUAAAAJ
Sweta Suryanarayan,Assistant Professor,Lewis & Clark College,https://scholar.google.com/citations?hl=en&user=rRUp8WQAAAAJ
Nurideen Abubakari,Visiting Assistant Professor,Linfield University,https://scholar.google.com/citations?user=fCyqHIAAAAAJ&hl=en
Stephen Bricher,Professor,Linfield University,https://scholar.google.com/citations?user=zi5rE1gAAAAJ&hl=en
Daniel Ford,Assistant Professor,Linfield University,https://scholar.google.com/citations?user=lGwzj6oAAAAJ&hl=en
Mike Hitchman,Professor,Linfield University,https://scholar.google.com/citations?hl=en&user=Gggzp7UAAAAJ
Kate Lorenzen,Assistant Professor,Linfield University,https://scholar.google.com/citations?user=HfuXtPsAAAAJ&hl=en
Chuck Lundon,Professor,Linfield University,https://scholar.google.com/citations?user=f5hSAl0AAAAJ&hl=en
Jennifer Nordstrom,Professor,Linfield University,
Yujie Wang,Assistant Professor,Linfield University,https://scholar.google.com/citations?user=jl95bUAAAAAJ&hl=en
Roman Yasinovskyy,Associate Professor,Luther College,https://scholar.google.com/citations?user=TM4jXwwAAAAJ&hl=en
Thuy Do,Assistant Professor,Luther College,https://scholar.google.com/citations?user=TM4jXwwAAAAJ&hl=en
Kar Ee Ho,Assistant Professor,Luther College,https://scholar.google.com/citations?hl=en&user=b8cNEHwAAAAJ
Sanad Aburass,Assistant Professor,Luther College,https://scholar.google.com/citations?user=oAhSlDYAAAAJ&hl=en
Krish Pillai,Assistant Professor,Lycoming College,https://scholar.google.com/citations?user=5m_mPnIAAAAJ&hl=en
Adrian Rublein,Assistant Professor,Lycoming College,https://scholar.google.com/citations?user=v9QQG1sAAAAJ&hl=en
Marcus Birkenkrahe,Associate Professor,Lyon College,https://scholar.google.com/citations?user=Vvnwsv0AAAAJ&hl=en
Pietro Dall'Olio,Assistant Professor,Lyon College,
Shilad Sen,Professor,Macalester College,https://scholar.google.com/citations?user=KNlw_X8AAAAJ&hl=en
Brianna Heggeseth,Professor,Macalester College,https://scholar.google.com/citations?user=PD0b3CoAAAAJ&hl=en
Amin Alhashim,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=PN6569sAAAAJ&hl=en
Suhas Arehalli,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=KneVyZ4AAAAJ&hl=en
Curtis Balz,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=5Ot3NXoAAAAJ&hl=en
Andrew Beveridge,Professor,Macalester College,https://scholar.google.com/citations?user=e1CgxHYAAAAJ&hl=en
Md Mutasim Billah,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=-wpYbcAAAAAJ&hl=en
Paul Cantrell,Senior Instructor,Macalester College,https://scholar.google.com/citations?user=V37gmiMAAAAJ&hl=en
Jedidiah Carlson,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=4o1Dm1YAAAAJ&hl=en
Yariana Diaz,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=HpSHFZAAAAAJ&hl=en
Dan Drake,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?hl=pl&user=Kv7O7BwAAAAJ
Lian Duan,Instructor,Macalester College,https://scholar.google.com/citations?user=mqlYmHMAAAAJ&hl=en
David Ehren,Instructor,Macalester College,https://scholar.google.com/citations?user=7SOwO7MAAAAJ&hl=en
Elizabeth Ernst,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=jirb148AAAAJ&hl=en
Taryn Flock,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=F6fq5-8AAAAJ&hl=en
Susan Fox,Professor,Macalester College,https://scholar.google.com/citations?user=SKz-RmcAAAAJ&hl=en
Kelsey Grinde,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=-lS0yWMAAAAJ&hl=en
William Grodzicki,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=SurSRWYAAAAJ&hl=en
Tom Halverson,Professor,Macalester College,https://scholar.google.com/citations?user=cOwUfdwAAAAJ&hl=en
Alex Hanhart,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=X-w-jjQAAAAJ&hl=en
Kristin Heysse,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=-lS0yWMAAAAJ&hl=en
Bret Jackson,Associate Professor,Macalester College,https://scholar.google.com/citations?user=vNG3fo8AAAAJ&hl=en
Abby Marsh,Associate Professor,Macalester College,https://scholar.google.com/citations?user=nHQO5lEAAAAJ&hl=en
Lauren Milne,Associate Professor,Macalester College,https://scholar.google.com/citations?user=MjXljEQAAAAJ&hl=en
William Mitchell,Associate Professor,Macalester College,https://scholar.google.com/citations?hl=en&user=dp589QUAAAAJ
Leslie Myint,Associate Professor,Macalester College,https://scholar.google.com/citations?user=dWRpRisAAAAJ&hl=en
Taylor Okonek,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=SO9X2IwAAAAJ&hl=en
Daniel O'Loughlin,Visiting Assistant Professor,Macalester College,https://scholar.google.com/citations?user=UyzwL7AAAAAJ&hl=en
Getiria Onsongo,Associate Professor,Macalester College,https://scholar.google.com/citations?user=jawT2xAAAAAJ&hl=en
Joslenne Peña,Assistant Professor,Macalester College,https://scholar.google.com/citations?user=HpSHFZAAAAAJ&hl=en
Elizabeth Shoop,Professor,Macalester College,https://scholar.google.com/citations?user=5Ot3NXoAAAAJ&hl=en
Vittorio Addona,Professor,Macalester College,https://scholar.google.com/citations?user=1--lGJQAAAAJ&hl=en
David Bressoud,Professor,Macalester College,https://scholar.google.com/citations?user=DQJrW7EAAAAJ&hl=en
Daniel Kaplan,Professor,Macalester College,https://scholar.google.com/citations?user=UyzwL7AAAAAJ&hl=en
Allan Marshall Kirch,Professor,Macalester College,https://scholar.google.com/citations?user=5Ot3NXoAAAAJ&hl=en
Barbara Johnson,Associate Professor,Maryville College,https://scholar.google.com/citations?user=s9BXEjgAAAAJ&hl=en
Jennifer Hontz,Professor,Meredith College,https://scholar.google.com/citations?user=2J3v3nQAAAAJ&hl=en
Kristin Watkins,Professor of Practice,Meredith College,https://scholar.google.com/citations?user=hg157v8AAAAJ&hl=en
Mark Gass,Assistant Professor of Practice,Meredith College,https://scholar.google.com/citations?hl=en&user=DLqTwcsAAAAJ
Christopher Andrews,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=fSvEhCEAAAAJ&hl=en
Laura Biester,Assistant Professor,Middlebury College,https://scholar.google.com/citations?user=V-lAKfYAAAAJ&hl=en
Amy Briggs,Professor,Middlebury College,https://scholar.google.com/citations?hl=en&user=N__cuWEAAAAJ
Philip Caplan,Assistant Professor,Middlebury College,https://scholar.google.com/citations?user=RvyJHUwAAAAJ&hl=en
Phil Chodrow,Assistant Professor,Middlebury College,https://scholar.google.com/citations?user=dgWoch0AAAAJ&hl=en
Ananya Das,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=p0VYFpsAAAAJ&hl=en
Matthew Dickerson,Professor,Middlebury College,https://scholar.google.com/citations?user=cqQDl34AAAAJ&hl=en
Smith Gakuya,Visiting Lab Instructor,Middlebury College,https://scholar.google.com/citations?hl=en&user=6Jlq8fYAAAAJ
Peter Johnson,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=O3R-_YEAAAAJ&hl=en
Shelby Kimmel,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=c3iDnsMAAAAJ&hl=en
Michael Linderman,Associate Professor,Middlebury College,https://scholar.google.com/citations?user=ox3inugAAAAJ&hl=en
Frank Swenton,Professor,Middlebury College,https://scholar.google.com/citations?user=I2InSAgAAAAJ&hl=en
